FCS_HEADER_ID	COMPENSATION_FLAG	EXPSAMPLE_ACCESSION	FCS_FILE_NAME	FCS_HEADER_TEXT	FCS_VERSION	FILE_INFO_ID	MAXIMUM_INTENSITY	MINIMUM_INTENSITY	NUMBER_OF_EVENTS	NUMBER_OF_MARKERS	PANEL_PREFERRED	PANEL_REPORTED
235779	N	ES1066655	Specimen_001_052049 DAY 0.fcs	$BEGINANALYSIS=0|$ENDANALYSIS=0|$BEGINSTEXT=0|$ENDSTEXT=0|$BEGINDATA=4999|$ENDDATA=144344406|$FIL=Specimen_001_052049 DAY 0.fcs|$SYS=Windows XP 5.1|$TOT=2004714|$PAR=18|$MODE=L|$BYTEORD=4,3,2,1|$DATATYPE=F|$NEXTDATA=0|CREATOR=BD FACSDiva Software Version 6.1.3|TUBE NAME=|$SRC=|EXPERIMENT NAME=|GUID=5a31d241-84df-4482-9146-2927daf3a5bd|$DATE=|$BTIM=|$ETIM=|$CYT=LSRII|CYTNUM=1|WINDOW EXTENSION=10.00|EXPORT USER NAME=|EXPORT TIME=|$OP=|FSC ASF=0.78|AUTOBS=TRUE|$INST=|LASER1NAME=SORP Red|LASER1DELAY=57.22|LASER1ASF=0.85|LASER2NAME=SORP Blue|LASER2DELAY=0.00|LASER2ASF=0.87|LASER3NAME=SORP Violet|LASER3DELAY=15.83|LASER3ASF=0.92|$TIMESTEP=0.01|SPILL=11,Red C 660/20-A,Red A 780/60-A,Blue F 525/50-A,Blue E 576/26-A,Blue D 610/20-A,Blue C 660/20-A,Blue B 710/50-A,Blue A 780/60-A,Violet C 450/50-A,Violet B 525/50-A,Violet A 610/20-A,1,0.11569791669874292,0,0.00006322489337061014,0,0.010590722145391149,0.0030846043729830432,0.0017099437953475645,0,0,0,0.032157282745807494,1,0,0,0,0.00006421751547272177,0.0004401536918681231,0.016782151051591827,0.00012202258690713133,0,0,0.00007575006698033985,0.000416619372343259,1,0.1081886068387273,0.035160493433853135,0.004522668457589388,0.0015486992758050949,0.0005537063404665928,0,0.004427444053234566,0,0.00007695118823685245,0.00005595792503310885,0.017513790920825164,1,0.3378311184833034,0.052075911742686255,0.02082070331356741,0.0074024888186298285,0,0.0002057637087613593,0.04437119200607438,0.19089225366108503,0.0312490135882965,0.007900073750112155,0.09130489398391858,1,0.7669748422342672,0.4452036514899972,0.1865694460724936,0,0,0.22270522638216106,0.4691143079988464,0.10583030931268507,0.005231925592038841,0.04903626800503341,0.021557294198104156,1,0.652226997700026,0.32210129048089425,0,0,0,0.06321763786059789,0.32143316154537394,0.0006587462376996015,0.0002742470607536157,0,0.10116496293176039,1,0.6183452422432599,0,0,0,0.0003756367005228966,0.10059725447615946,0.006276306296746792,0.02530894527043055,0.009312570593405714,0.001922101587665324,0.006400738462426889,1,0,0,0.0009815016047485404,0.0001868546283242057,0.005418303358000537,0.0016262466257275766,0.0012850567277508881,0,0,0.0001635620790090045,0.046346010340882156,1,0.329627546287242,0.01597850400819223,0,0,0.009729464305642102,0.0021443347539757537,0.0006233573132942378,0.00007339289570194168,0.00010436023044873774,0.0001408752005336311,0.1094994975172246,1,0.6973391439914242,0.0013696452064153935,0.0003248503265546607,0,0.004641652097632438,0.04322443798969536,0.012526992008222458,0.005255680733780531,0.0030090765022140814,0.004637164449199623,0.0009316406702067602,1|APPLY COMPENSATION=TRUE|THRESHOLD=FSC,5000|$P1N=FSC-A|$P1R=262144|$P1B=32|$P1E=0,0|$P1V=295|$P1G=1.0|P1DISPLAY=LIN|P1BS=0|P1MS=0|$P2N=FSC-H|$P2R=262144|$P2B=32|$P2E=0,0|$P2V=295|$P2G=1.0|P2DISPLAY=LIN|P2BS=0|P2MS=0|$P3N=FSC-W|$P3R=262144|$P3B=32|$P3E=0,0|$P3V=295|$P3G=1.0|P3BS=-1|P3MS=0|$P4N=SSC-A|$P4R=262144|$P4B=32|$P4E=0,0|$P4V=350|$P4G=1.0|P4DISPLAY=LIN|P4BS=0|P4MS=0|$P5N=SSC-H|$P5R=262144|$P5B=32|$P5E=0,0|$P5V=350|$P5G=1.0|P5DISPLAY=LIN|P5BS=0|P5MS=0|$P6N=SSC-W|$P6R=262144|$P6B=32|$P6E=0,0|$P6V=350|$P6G=1.0|P6BS=-1|P6MS=0|$P7N=Red C 660/20-A|$P7S=95|$P7R=262144|$P7B=32|$P7E=0,0|$P7V=510|$P7G=1.0|P7DISPLAY=LOG|P7BS=7099|P7MS=0|$P8N=Red A 780/60-A|$P8S=19|$P8R=262144|$P8B=32|$P8E=0,0|$P8V=610|$P8G=1.0|P8DISPLAY=LOG|P8BS=3593|P8MS=0|$P9N=Blue F 525/50-A|$P9S=IgD|$P9R=262144|$P9B=32|$P9E=0,0|$P9V=485|$P9G=1.0|P9DISPLAY=LOG|P9BS=172|P9MS=0|$P10N=Blue E 576/26-A|$P10S=CXCR3|$P10R=262144|$P10B=32|$P10E=0,0|$P10V=405|$P10G=1.0|P10DISPLAY=LOG|P10BS=1393|P10MS=0|$P11N=Blue D 610/20-A|$P11S=24|$P11R=262144|$P11B=32|$P11E=0,0|$P11V=610|$P11G=1.0|P11DISPLAY=LOG|P11BS=2028|P11MS=0|$P12N=Blue C 660/20-A|$P12S=21|$P12R=262144|$P12B=32|$P12E=0,0|$P12V=525|$P12G=1.0|P12DISPLAY=LOG|P12BS=9583|P12MS=0|$P13N=Blue B 710/50-A|$P13S=38|$P13R=262144|$P13B=32|$P13E=0,0|$P13V=465|$P13G=1.0|P13DISPLAY=LOG|P13BS=5151|P13MS=0|$P14N=Blue A 780/60-A|$P14S=B220|$P14R=262144|$P14B=32|$P14E=0,0|$P14V=510|$P14G=1.0|P14DISPLAY=LOG|P14BS=2167|P14MS=0|$P15N=Violet C 450/50-A|$P15S=3|$P15R=262144|$P15B=32|$P15E=0,0|$P15V=370|$P15G=1.0|P15DISPLAY=LOG|P15BS=651|P15MS=0|$P16N=Violet B 525/50-A|$P16S=L\D|$P16R=262144|$P16B=32|$P16E=0,0|$P16V=465|$P16G=1.0|P16DISPLAY=LOG|P16BS=181|P16MS=0|$P17N=Violet A 610/20-A|$P17S=27|$P17R=262144|$P17B=32|$P17E=0,0|$P17V=500|$P17G=1.0|P17DISPLAY=LOG|P17BS=3657|P17MS=0|$P18N=Time|$P18R=262144|$P18B=32|$P18E=0,0|$P18G=0.01|P18BS=0|P18MS=0|CST SETUP STATUS=SUCCESS|CST BEADS LOT ID=10705|CYTOMETER CONFIG NAME=New Configuration 122809|CYTOMETER CONFIG CREATE DATE=12/28/2009 03:24:23 PM|CST SETUP DATE=11/28/2011 01:14:55 PM|CST BASELINE DATE=10/06/2011 12:07:41 PM	3	613889			2004714	18	FSC-A|FSC-H|FSC-W|SSC|SSC|SSC|95|19|hIGHD|hCXCR3|24|21|38|PTPRC/iso:CD45RO|3|L\D|27|Time	FSC-A|FSC-H|FSC-W|SSC-A|SSC-H|SSC-W|95|19|IgD|CXCR3|24|21|38|B220|3|L\D|27|Time
235780	N	ES1066656	TRAN_052064 DAY 0.fcs	$BEGINANALYSIS=0|$ENDANALYSIS=0|$BEGINSTEXT=0|$ENDSTEXT=0|$BEGINDATA=5028|$ENDDATA=78739043|$FIL=TRAN_052064 DAY 0.fcs|$SYS=Windows XP 5.1|$TOT=1093528|$PAR=18|$MODE=L|$BYTEORD=4,3,2,1|$DATATYPE=F|$NEXTDATA=0|CREATOR=BD FACSDiva Software Version 6.1.3|TUBE NAME=|$SRC=|EXPERIMENT NAME=|GUID=9105fd53-29ec-48e2-ac0b-c77b9fadcfe2|$DATE=|$BTIM=|$ETIM=|$CYT=LSRII|CYTNUM=1|WINDOW EXTENSION=10.00|EXPORT USER NAME=|EXPORT TIME=|$OP=|FSC ASF=0.78|AUTOBS=TRUE|$INST=|LASER1NAME=SORP Red|LASER1DELAY=57.22|LASER1ASF=0.85|LASER2NAME=SORP Blue|LASER2DELAY=0.00|LASER2ASF=0.87|LASER3NAME=SORP Violet|LASER3DELAY=15.83|LASER3ASF=0.92|$TIMESTEP=0.01|SPILL=11,Red C 660/20-A,Red A 780/60-A,Blue F 525/50-A,Blue E 576/26-A,Blue D 610/20-A,Blue C 660/20-A,Blue B 710/50-A,Blue A 780/60-A,Violet C 450/50-A,Violet B 525/50-A,Violet A 610/20-A,1,0.11569795818408815,0.00005057241123140314,0.00006411898483270822,0,0.010591779489152168,0.003085221020976635,0.0017103382033890535,0,0,0,0.032158823939488,1,0,0,0,0.00007060399188444696,0.00044381661075483276,0.016783678247154064,0.00012175048559175212,0,0,0,0,1,0.10286587383715166,0.03223783882892183,0.0038925765801932754,0.0014329572302452449,0.0008321591290326568,0.00010857926194417808,0.0022370794217965273,0,0.00007695346978312933,0.00005603297020405698,0.01751374654521703,1,0.3378311171594938,0.052075912010315806,0.020820700585700395,0.007401681665907457,0,0.00019827375377876982,0.04436970797821614,0.19089231207624716,0.031249118602961812,0.007901987503539857,0.09130502667007621,1,0.7669751008249387,0.4452038008756656,0.18656968997425227,0,0,0.2226907530650593,0.4917431279266579,0.110196149595541,0.005899104877192558,0.0436679027199968,0.017371449892659926,1,0.6535282226196556,0.32141391606377445,0.00022068561228102257,0.0004724457243822477,0,0.06321812392735607,0.321432915248343,0.0006594729033099949,0.00027449371881970754,0,0.10116703335600065,1,0.6183428881235403,0,0,0,0.00020194068722674974,0.05710638632412991,0.004688724873619206,0.05463043104282219,0.01958192017996626,0.003510976877209384,0.006252459748625361,1,0,0.000189554854263869,0.003922030030608707,0.00018685985100067254,0.00541830649203379,0.001625496914366581,0.0012430293258318932,0,0,0.0001627064318168993,0.04634560813820784,1,0.3296255357773378,0.01597583949257573,0,0,0.009729383596634009,0.00213973282482852,0.0006218026600822606,0.0000731532558690324,0.00010426445024646608,0.00014084054474545446,0.10949945024475796,1,0.6973389364087019,0.00027308363078132336,0,0.0002252455593663808,0.01101211146113842,0.308027033575731,0.004477571430828481,0.00019457404487444724,0.00008330383771706408,0,0.00012045893018829816,1|APPLY COMPENSATION=TRUE|THRESHOLD=FSC,5000|$P1N=FSC-A|$P1R=262144|$P1B=32|$P1E=0,0|$P1V=290|$P1G=1.0|P1DISPLAY=LIN|P1BS=0|P1MS=0|$P2N=FSC-H|$P2R=262144|$P2B=32|$P2E=0,0|$P2V=290|$P2G=1.0|P2DISPLAY=LIN|P2BS=0|P2MS=0|$P3N=FSC-W|$P3R=262144|$P3B=32|$P3E=0,0|$P3V=290|$P3G=1.0|P3BS=-1|P3MS=0|$P4N=SSC-A|$P4R=262144|$P4B=32|$P4E=0,0|$P4V=350|$P4G=1.0|P4DISPLAY=LIN|P4BS=0|P4MS=0|$P5N=SSC-H|$P5R=262144|$P5B=32|$P5E=0,0|$P5V=350|$P5G=1.0|P5DISPLAY=LIN|P5BS=0|P5MS=0|$P6N=SSC-W|$P6R=262144|$P6B=32|$P6E=0,0|$P6V=350|$P6G=1.0|P6BS=-1|P6MS=0|$P7N=Red C 660/20-A|$P7S=10|$P7R=262144|$P7B=32|$P7E=0,0|$P7V=510|$P7G=1.0|P7DISPLAY=LOG|P7BS=6699|P7MS=0|$P8N=Red A 780/60-A|$P8S=19|$P8R=262144|$P8B=32|$P8E=0,0|$P8V=610|$P8G=1.0|P8DISPLAY=LOG|P8BS=2702|P8MS=0|$P9N=Blue F 525/50-A|$P9S=MTG|$P9R=262144|$P9B=32|$P9E=0,0|$P9V=485|$P9G=1.0|P9DISPLAY=LOG|P9BS=71|P9MS=0|$P10N=Blue E 576/26-A|$P10S=IGD|$P10R=262144|$P10B=32|$P10E=0,0|$P10V=405|$P10G=1.0|P10DISPLAY=LOG|P10BS=1685|P10MS=0|$P11N=Blue D 610/20-A|$P11S=24|$P11R=262144|$P11B=32|$P11E=0,0|$P11V=610|$P11G=1.0|P11DISPLAY=LOG|P11BS=6325|P11MS=0|$P12N=Blue C 660/20-A|$P12S=IGM|$P12R=262144|$P12B=32|$P12E=0,0|$P12V=525|$P12G=1.0|P12DISPLAY=LOG|P12BS=11216|P12MS=0|$P13N=Blue B 710/50-A|$P13S=38|$P13R=262144|$P13B=32|$P13E=0,0|$P13V=465|$P13G=1.0|P13DISPLAY=LOG|P13BS=8690|P13MS=0|$P14N=Blue A 780/60-A|$P14S=23|$P14R=262144|$P14B=32|$P14E=0,0|$P14V=510|$P14G=1.0|P14DISPLAY=LOG|P14BS=2082|P14MS=0|$P15N=Violet C 450/50-A|$P15S=3|$P15R=262144|$P15B=32|$P15E=0,0|$P15V=370|$P15G=1.0|P15DISPLAY=LOG|P15BS=134|P15MS=0|$P16N=Violet B 525/50-A|$P16S=L/D|$P16R=262144|$P16B=32|$P16E=0,0|$P16V=465|$P16G=1.0|P16DISPLAY=LOG|P16BS=132|P16MS=0|$P17N=Violet A 610/20-A|$P17S=27|$P17R=262144|$P17B=32|$P17E=0,0|$P17V=500|$P17G=1.0|P17DISPLAY=LOG|P17BS=1133|P17MS=0|$P18N=Time|$P18R=262144|$P18B=32|$P18E=0,0|$P18G=0.01|P18BS=0|P18MS=0|CST SETUP STATUS=SUCCESS|CST BEADS LOT ID=10705|CYTOMETER CONFIG NAME=New Configuration 122809|CYTOMETER CONFIG CREATE DATE=12/28/2009 03:24:23 PM|CST SETUP DATE=11/28/2011 01:14:55 PM|CST BASELINE DATE=10/06/2011 12:07:41 PM	3	613902			1093528	18	FSC-A|FSC-H|FSC-W|SSC|SSC|SSC|10|19|MTG|IGD|24|IGM|38|23|3|L/D|27|Time	FSC-A|FSC-H|FSC-W|SSC-A|SSC-H|SSC-W|10|19|MTG|IGD|24|IGM|38|23|3|L/D|27|Time
235781	N	ES1066657	TCOMBO_052049 DAY 0.fcs	$BEGINANALYSIS=0|$ENDANALYSIS=0|$BEGINSTEXT=0|$ENDSTEXT=0|$BEGINDATA=5895|$ENDDATA=52854278|$FIL=TCOMBO_052049 DAY 0.fcs|$SYS=Windows XP 5.1|$TOT=825756|$PAR=16|$MODE=L|$BYTEORD=4,3,2,1|$DATATYPE=F|$NEXTDATA=0|CREATOR=BD FACSDiva Software Version 6.1.3|TUBE NAME=|$SRC=|EXPERIMENT NAME=|GUID=b865e382-3a91-4996-bf8a-5062dc433099|$DATE=|$BTIM=|$ETIM=|$CYT=H55100019 (LSRII)|CYTNUM=1|WINDOW EXTENSION=7.00|EXPORT USER NAME=|EXPORT TIME=|$OP=|FSC ASF=0.81|AUTOBS=TRUE|$INST=|LASER1NAME=Blue|LASER1DELAY=0.00|LASER1ASF=0.95|LASER2NAME=Violet|LASER2DELAY=20.50|LASER2ASF=1.02|LASER3NAME=Red|LASER3DELAY=41.29|LASER3ASF=0.72|LASER4NAME=Green|LASER4DELAY=64.18|LASER4ASF=0.95|$TIMESTEP=0.01|SPILL=13,Blue B 515/20-A,Blue A 710/50-A,Violet H 450/50-A,Violet G 550/40-A,Violet D 605/40-A,Violet C 660/40-A,Violet A 780/60-A,Red C 660/20-A,Red A 780/60-A,Green E 575/25-A,Green D 610/20-A,Green C 660/40-A,Green A 780/40-A,1,0.006765326400627432,0,0.01961565560060498,0.002718315492404025,0.0005286072806123514,0,0,0,0.001375316645011887,0.0006320703789499573,0.00076411761802894,0,0.0009602585836164073,1,0,0.0004174941503385316,0.0001795610236644523,0.0739673496855052,0.23842828976620656,0.23611035963692947,0.048350553439681185,0,0.0002771182612951047,0.29704161569495935,0.34919346145097924,0.0002611480145489699,0,1,0.06020369645872329,0.006200590525630802,0.0012399042169030437,0.0003805985147801464,0.00006514295997009744,0,0.00015378709325577646,0.00006149651623867413,0,-0.00005257774936178789,0,0,0.1200043459420894,1,0.2076997885341095,0.045286670535257825,0.006405522585620491,0,0,0.0013148866142230168,0.0005057220719611744,0,0,0,0.019590870698139043,0.054301701072819765,0.008196779972405232,1,0.556782784215962,0.12005865386251251,0.05142717203394561,0.001621986921798767,0.011714568031608641,0.09252939257233646,0.14664118768702286,0.021838670848401995,0,0.012506421917253124,0.036131400216250366,0.005382209683297846,0.1500982072792887,1,0.18899085489386122,0.29217564545102026,0.007603255963542951,0.0002709174355913003,0.005774721039789625,0.09721723094838083,0.012995606916236233,0.00032752550112106273,0.0011348065607400888,0.0422314033440621,0.0062178548889791465,0.002374093390381312,0.0034669415926893653,1,0.0012411466932770287,0.017604930626774266,0.00007018897676560704,0.00008186601172532255,0.0003626317791618698,0.03720166973609823,0,0.0026606595847531427,0,0,0,0.0016839712489529113,0.0004723742506980329,1,0.027166580530414874,0.00007305610270153724,0,0.02305253602344166,0.004591238725872989,0,0.003996982857113345,0,0,0,0.007677444055635923,0.44386405760276126,0.17236210508520186,1,0.0002255135084142509,0.00010913640602036394,0.017226679413132724,0.4649231189237817,0.0027738435211725598,0.1218818811248391,0,0.033618957533987706,0.09604732491790081,0.025391339223670987,0.0032959963806613157,0.0017233194882298331,0.00006223158026699585,1,0.40687173175894853,0.3446574070346047,0.030743338869516572,0.0018166771316732112,0.2345860145285017,0,0.0024083245312289782,0.1615198704908007,0.05629370490708479,0.006546966852375101,0.005363631005009705,0.00009112272640383673,0.14252089725884257,1,0.8964187174668895,0.07383535083878745,0.001095457105077764,0.4743846943395541,0,0.00036627272381307155,0.0002706441768821153,0.05609395952423747,0.017947116326399178,0.8840615240346148,0.025094133538356198,0.004666317446058885,0.0027422005099564384,1,0.19419873979118404,0.0008518662582111794,0.011066939218451099,0,0,0.0002736082966550217,0.00017200630748373242,0.09408203051021981,0.0003917662995233072,0.015258889505359443,0.005264078359476904,0.0025191774403557515,0.0031234930079523117,1|APPLY COMPENSATION=TRUE|THRESHOLD=FSC,5000|$P1N=FSC-A|$P1R=262144|$P1B=32|$P1E=0,0|$P1V=290|$P1G=1.0|P1DISPLAY=LIN|P1BS=0|P1MS=0|$P2N=SSC-A|$P2R=262144|$P2B=32|$P2E=0,0|$P2V=290|$P2G=1.0|P2DISPLAY=LIN|P2BS=0|P2MS=0|$P3N=Blue B 515/20-A|$P3S=3|$P3R=262144|$P3B=32|$P3E=0,0|$P3V=580|$P3G=1.0|P3DISPLAY=LOG|P3BS=345|P3MS=0|$P4N=Blue A 710/50-A|$P4S=45RA|$P4R=262144|$P4B=32|$P4E=0,0|$P4V=473|$P4G=1.0|P4DISPLAY=LOG|P4BS=7890|P4MS=0|$P5N=Violet H 450/50-A|$P5S=CCR6|$P5R=262144|$P5B=32|$P5E=0,0|$P5V=353|$P5G=1.0|P5DISPLAY=LOG|P5BS=3420|P5MS=0|$P6N=Violet G 550/40-A|$P6S=L/D|$P6R=262144|$P6B=32|$P6E=0,0|$P6V=589|$P6G=1.0|P6DISPLAY=LOG|P6BS=467|P6MS=0|$P7N=Violet D 605/40-A|$P7S=PD1|$P7R=262144|$P7B=32|$P7E=0,0|$P7V=550|$P7G=1.0|P7DISPLAY=LOG|P7BS=1683|P7MS=0|$P8N=Violet C 660/40-A|$P8S=25|$P8R=262144|$P8B=32|$P8E=0,0|$P8V=585|$P8G=1.0|P8DISPLAY=LOG|P8BS=4670|P8MS=0|$P9N=Violet A 780/60-A|$P9S=127|$P9R=262144|$P9B=32|$P9E=0,0|$P9V=554|$P9G=1.0|P9DISPLAY=LOG|P9BS=5720|P9MS=0|$P10N=Red C 660/20-A|$P10S=CCR4|$P10R=262144|$P10B=32|$P10E=0,0|$P10V=689|$P10G=1.0|P10DISPLAY=LOG|P10BS=8219|P10MS=0|$P11N=Red A 780/60-A|$P11S=4|$P11R=262144|$P11B=32|$P11E=0,0|$P11V=472|$P11G=1.0|P11DISPLAY=LOG|P11BS=1116|P11MS=0|$P12N=Green E 575/25-A|$P12S=CXCR3|$P12R=262144|$P12B=32|$P12E=0,0|$P12V=383|$P12G=1.0|P12DISPLAY=LOG|P12BS=580|P12MS=0|$P13N=Green D 610/20-A|$P13S=CXCR5|$P13R=262144|$P13B=32|$P13E=0,0|$P13V=452|$P13G=1.0|P13DISPLAY=LOG|P13BS=989|P13MS=0|$P14N=Green C 660/40-A|$P14S=ICOS|$P14R=262144|$P14B=32|$P14E=0,0|$P14V=630|$P14G=1.0|P14DISPLAY=LOG|P14BS=5431|P14MS=0|$P15N=Green A 780/40-A|$P15S=CCR7|$P15R=262144|$P15B=32|$P15E=0,0|$P15V=645|$P15G=1.0|P15DISPLAY=LOG|P15BS=1048|P15MS=0|$P16N=Time|$P16R=262144|$P16B=32|$P16E=0,0|$P16G=0.01|P16BS=0|P16MS=0|CST SETUP STATUS=SUCCESS|CST BEADS LOT ID=51739|CYTOMETER CONFIG NAME=FSC CONFIGURATION 082411|CYTOMETER CONFIG CREATE DATE=08/24/2011 03:36:30 PM|CST SETUP DATE=07/07/2014 10:41:12 AM|CST BASELINE DATE=04/28/2014 12:20:36 PM	3	613904			825756	16	FSC-A|SSC|3|45RA|hCCR6|L/D|hPDCD1|25|127|hCCR4|4|hCXCR3|hCXCR5|hICOS|hCCR7|Time	FSC-A|SSC-A|3|45RA|CCR6|L/D|PD1|25|127|CCR4|4|CXCR3|CXCR5|ICOS|CCR7|Time
235782	N	ES1066658	Specimen_001_052049 WK12.fcs	$BEGINANALYSIS=0|$ENDANALYSIS=0|$BEGINSTEXT=0|$ENDSTEXT=0|$BEGINDATA=4997|$ENDDATA=145453780|$FIL=Specimen_001_052049 WK12.fcs|$SYS=Windows XP 5.1|$TOT=2020122|$PAR=18|$MODE=L|$BYTEORD=4,3,2,1|$DATATYPE=F|$NEXTDATA=0|CREATOR=BD FACSDiva Software Version 6.1.3|TUBE NAME=|$SRC=|EXPERIMENT NAME=|GUID=5ae9e9cb-1ae5-4359-86d0-652290cd1556|$DATE=|$BTIM=|$ETIM=|$CYT=LSRII|CYTNUM=1|WINDOW EXTENSION=10.00|EXPORT USER NAME=|EXPORT TIME=|$OP=|FSC ASF=0.78|AUTOBS=TRUE|$INST=|LASER1NAME=SORP Red|LASER1DELAY=57.22|LASER1ASF=0.85|LASER2NAME=SORP Blue|LASER2DELAY=0.00|LASER2ASF=0.87|LASER3NAME=SORP Violet|LASER3DELAY=15.83|LASER3ASF=0.92|$TIMESTEP=0.01|SPILL=11,Red C 660/20-A,Red A 780/60-A,Blue F 525/50-A,Blue E 576/26-A,Blue D 610/20-A,Blue C 660/20-A,Blue B 710/50-A,Blue A 780/60-A,Violet C 450/50-A,Violet B 525/50-A,Violet A 610/20-A,1,0.11569791669874292,0,0.00006322489337061014,0,0.010590722145391149,0.0030846043729830432,0.0017099437953475645,0,0,0,0.032157282745807494,1,0,0,0,0.00006421751547272177,0.0004401536918681231,0.016782151051591827,0.00012202258690713133,0,0,0.00007575006698033985,0.000416619372343259,1,0.1081886068387273,0.035160493433853135,0.004522668457589388,0.0015486992758050949,0.0005537063404665928,0,0.004427444053234566,0,0.00007695118823685245,0.00005595792503310885,0.017513790920825164,1,0.3378311184833034,0.052075911742686255,0.02082070331356741,0.0074024888186298285,0,0.0002057637087613593,0.04437119200607438,0.19089225366108503,0.0312490135882965,0.007900073750112155,0.09130489398391858,1,0.7669748422342672,0.4452036514899972,0.1865694460724936,0,0,0.22270522638216106,0.4691143079988464,0.10583030931268507,0.005231925592038841,0.04903626800503341,0.021557294198104156,1,0.652226997700026,0.32210129048089425,0,0,0,0.06321763786059789,0.32143316154537394,0.0006587462376996015,0.0002742470607536157,0,0.10116496293176039,1,0.6183452422432599,0,0,0,0.0003756367005228966,0.10059725447615946,0.006276306296746792,0.02530894527043055,0.009312570593405714,0.001922101587665324,0.006400738462426889,1,0,0,0.0009815016047485404,0.0001868546283242057,0.005418303358000537,0.0016262466257275766,0.0012850567277508881,0,0,0.0001635620790090045,0.046346010340882156,1,0.329627546287242,0.01597850400819223,0,0,0.009729464305642102,0.0021443347539757537,0.0006233573132942378,0.00007339289570194168,0.00010436023044873774,0.0001408752005336311,0.1094994975172246,1,0.6973391439914242,0.0013696452064153935,0.0003248503265546607,0,0.004641652097632438,0.04322443798969536,0.012526992008222458,0.005255680733780531,0.0030090765022140814,0.004637164449199623,0.0009316406702067602,1|APPLY COMPENSATION=TRUE|THRESHOLD=FSC,5000|$P1N=FSC-A|$P1R=262144|$P1B=32|$P1E=0,0|$P1V=295|$P1G=1.0|P1DISPLAY=LIN|P1BS=0|P1MS=0|$P2N=FSC-H|$P2R=262144|$P2B=32|$P2E=0,0|$P2V=295|$P2G=1.0|P2DISPLAY=LIN|P2BS=0|P2MS=0|$P3N=FSC-W|$P3R=262144|$P3B=32|$P3E=0,0|$P3V=295|$P3G=1.0|P3BS=-1|P3MS=0|$P4N=SSC-A|$P4R=262144|$P4B=32|$P4E=0,0|$P4V=350|$P4G=1.0|P4DISPLAY=LIN|P4BS=0|P4MS=0|$P5N=SSC-H|$P5R=262144|$P5B=32|$P5E=0,0|$P5V=350|$P5G=1.0|P5DISPLAY=LIN|P5BS=0|P5MS=0|$P6N=SSC-W|$P6R=262144|$P6B=32|$P6E=0,0|$P6V=350|$P6G=1.0|P6BS=-1|P6MS=0|$P7N=Red C 660/20-A|$P7S=95|$P7R=262144|$P7B=32|$P7E=0,0|$P7V=510|$P7G=1.0|P7DISPLAY=LOG|P7BS=6943|P7MS=0|$P8N=Red A 780/60-A|$P8S=19|$P8R=262144|$P8B=32|$P8E=0,0|$P8V=610|$P8G=1.0|P8DISPLAY=LOG|P8BS=6632|P8MS=0|$P9N=Blue F 525/50-A|$P9S=IgD|$P9R=262144|$P9B=32|$P9E=0,0|$P9V=485|$P9G=1.0|P9DISPLAY=LOG|P9BS=164|P9MS=0|$P10N=Blue E 576/26-A|$P10S=CXCR3|$P10R=262144|$P10B=32|$P10E=0,0|$P10V=405|$P10G=1.0|P10DISPLAY=LOG|P10BS=1413|P10MS=0|$P11N=Blue D 610/20-A|$P11S=24|$P11R=262144|$P11B=32|$P11E=0,0|$P11V=610|$P11G=1.0|P11DISPLAY=LOG|P11BS=705|P11MS=0|$P12N=Blue C 660/20-A|$P12S=21|$P12R=262144|$P12B=32|$P12E=0,0|$P12V=525|$P12G=1.0|P12DISPLAY=LOG|P12BS=9528|P12MS=0|$P13N=Blue B 710/50-A|$P13S=38|$P13R=262144|$P13B=32|$P13E=0,0|$P13V=465|$P13G=1.0|P13DISPLAY=LOG|P13BS=4837|P13MS=0|$P14N=Blue A 780/60-A|$P14S=B220|$P14R=262144|$P14B=32|$P14E=0,0|$P14V=510|$P14G=1.0|P14DISPLAY=LOG|P14BS=1821|P14MS=0|$P15N=Violet C 450/50-A|$P15S=3|$P15R=262144|$P15B=32|$P15E=0,0|$P15V=370|$P15G=1.0|P15DISPLAY=LOG|P15BS=164|P15MS=0|$P16N=Violet B 525/50-A|$P16S=L\D|$P16R=262144|$P16B=32|$P16E=0,0|$P16V=465|$P16G=1.0|P16DISPLAY=LOG|P16BS=597|P16MS=0|$P17N=Violet A 610/20-A|$P17S=27|$P17R=262144|$P17B=32|$P17E=0,0|$P17V=500|$P17G=1.0|P17DISPLAY=LOG|P17BS=1175|P17MS=0|$P18N=Time|$P18R=262144|$P18B=32|$P18E=0,0|$P18G=0.01|P18BS=0|P18MS=0|CST SETUP STATUS=SUCCESS|CST BEADS LOT ID=10705|CYTOMETER CONFIG NAME=New Configuration 122809|CYTOMETER CONFIG CREATE DATE=12/28/2009 03:24:23 PM|CST SETUP DATE=11/28/2011 01:14:55 PM|CST BASELINE DATE=10/06/2011 12:07:41 PM	3	613918			2020122	18	FSC-A|FSC-H|FSC-W|SSC|SSC|SSC|95|19|hIGHD|hCXCR3|24|21|38|PTPRC/iso:CD45RO|3|L\D|27|Time	FSC-A|FSC-H|FSC-W|SSC-A|SSC-H|SSC-W|95|19|IgD|CXCR3|24|21|38|B220|3|L\D|27|Time
