FCS_HEADER_ID	PARAMETER_NUMBER	PNN_PREFERRED	PNN_REPORTED	PNS_PREFERRED	PNS_REPORTED
235878	15		Violet C 450/50-A		3
235878	16		Violet B 525/50-A		L/D
235878	17		Violet A 610/20-A		27
235878	18		Time		Time
235879	1		FSC-A		FSC-A
235879	2	SSC	SSC-A	SSC	SSC-A
235879	3		Blue B 515/20-A		3
235879	4		Blue A 710/50-A		45RA
235879	5		Violet H 450/50-A	hCCR6	CCR6
235879	6		Violet G 550/40-A		L/D
235879	7		Violet D 605/40-A	hPDCD1	PD1
235879	8		Violet C 660/40-A		25
235879	9		Violet A 780/60-A		127
235879	10		Red C 660/20-A	hCCR4	CCR4
235879	11		Red A 780/60-A		4
235879	12		Green E 575/25-A	hCXCR3	CXCR3
235879	13		Green D 610/20-A	hCXCR5	CXCR5
235879	14		Green C 660/40-A	hICOS	ICOS
235879	15		Green A 780/40-A	hCCR7	CCR7
235879	16		Time		Time
235880	1		FSC-A		FSC-A
235880	2		FSC-H		FSC-H
235880	3		FSC-W		FSC-W
235880	4	SSC	SSC-A	SSC	SSC-A
235880	5	SSC	SSC-H	SSC	SSC-H
235880	6	SSC	SSC-W	SSC	SSC-W
235880	7		Red C 660/20-A	hFAS	CD95
235880	8		Red A 780/60-A	hCD19	CD19
235880	9		Blue F 525/50-A	hIGHD	IgD
235880	10		Blue E 576/26-A	hCXCR3	CXCR3
235880	11		Blue D 610/20-A	hCD24	CD24
235880	12		Blue C 660/20-A	hCR2	CD21
235880	13		Blue B 710/50-A	hCD38	CD38
235880	14		Blue A 780/60-A	PTPRC/iso:CD45RO	B220
235880	15		Violet C 450/50-A	hCD3E	CD3
235880	16		Violet B 525/50-A		L/D
235880	17		Violet A 610/20-A	hCD27	CD27
235880	18		Time		Time
235881	1		FSC-A		FSC-A
235881	2		FSC-H		FSC-H
235881	3		FSC-W		FSC-W
235881	4	SSC	SSC-A	SSC	SSC-A
235881	5	SSC	SSC-H	SSC	SSC-H
235881	6	SSC	SSC-W	SSC	SSC-W
235881	7		Red C 660/20-A		10
235881	8		Red A 780/60-A		19
235881	9		Blue F 525/50-A		MTG
235881	10		Blue E 576/26-A		IGD
235881	11		Blue D 610/20-A		24
235881	12		Blue C 660/20-A		IGD
235881	13		Blue B 710/50-A		38
235881	14		Blue A 780/60-A		23
235881	15		Violet C 450/50-A		3
235881	16		Violet B 525/50-A		L/D
235881	17		Violet A 610/20-A		27
235881	18		Time		Time
235882	1		FSC-A		FSC-A
235882	2	SSC	SSC-A	SSC	SSC-A
235882	3		Blue B 515/20-A		3
235882	4		Blue A 710/50-A		45RA
235882	5		Violet H 450/50-A	hCCR6	CCR6
235882	6		Violet G 550/40-A		L/D
235882	7		Violet D 605/40-A	hPDCD1	PD1
235882	8		Violet C 660/40-A		25
235882	9		Violet A 780/60-A		127
235882	10		Red C 660/20-A	hCCR4	CCR4
235882	11		Red A 780/60-A		4
235882	12		Green E 575/25-A	hCXCR3	CXCR3
235882	13		Green D 610/20-A	hCXCR5	CXCR5
235882	14		Green C 660/40-A	hICOS	ICOS
235882	15		Green A 780/40-A	hCCR7	CCR7
235882	16		Time		Time
235883	1		FSC-A		FSC-A
235883	2		FSC-H		FSC-H
235883	3		FSC-W		FSC-W
235883	4	SSC	SSC-A	SSC	SSC-A
235883	5	SSC	SSC-H	SSC	SSC-H
235883	6	SSC	SSC-W	SSC	SSC-W
235883	7		Red C 660/20-A	hFAS	CD95
235883	8		Red A 780/60-A	hCD19	CD19
235883	9		Blue F 525/50-A	hIGHD	IgD
235883	10		Blue E 576/26-A	hCXCR3	CXCR3
235883	11		Blue D 610/20-A	hCD24	CD24
235883	12		Blue C 660/20-A	hCR2	CD21
235883	13		Blue B 710/50-A	hCD38	CD38
235883	14		Blue A 780/60-A	PTPRC/iso:CD45RO	B220
235883	15		Violet C 450/50-A	hCD3E	CD3
235883	16		Violet B 525/50-A		L/D
235883	17		Violet A 610/20-A	hCD27	CD27
235883	18		Time		Time
235884	1		FSC-A		FSC-A
235884	2		FSC-H		FSC-H
235884	3		FSC-W		FSC-W
235884	4	SSC	SSC-A	SSC	SSC-A
235884	5	SSC	SSC-H	SSC	SSC-H
235884	6	SSC	SSC-W	SSC	SSC-W
235884	7		Red C 660/20-A		10
235884	8		Red A 780/60-A		19
235884	9		Blue F 525/50-A		MTG
235884	10		Blue E 576/26-A		IGD
235884	11		Blue D 610/20-A		24
235884	12		Blue C 660/20-A		IGD
235884	13		Blue B 710/50-A		38
235884	14		Blue A 780/60-A		23
235884	15		Violet C 450/50-A		3
235884	16		Violet B 525/50-A		L/D
235884	17		Violet A 610/20-A		27
235884	18		Time		Time
235885	1		FSC-A		FSC-A
235885	2	SSC	SSC-A	SSC	SSC-A
235885	3		Blue B 515/20-A		3
235885	4		Blue A 710/50-A		45RA
235885	5		Violet H 450/50-A	hCCR6	CCR6
235885	6		Violet G 550/40-A		L/D
235885	7		Violet D 605/40-A	hPDCD1	PD1
235885	8		Violet C 660/40-A		25
235885	9		Violet A 780/60-A		127
235885	10		Red C 660/20-A	hCCR4	CCR4
235885	11		Red A 780/60-A		4
235885	12		Green E 575/25-A	hCXCR3	CXCR3
235885	13		Green D 610/20-A	hCXCR5	CXCR5
235885	14		Green C 660/40-A	hICOS	ICOS
235885	15		Green A 780/40-A	hCCR7	CCR7
235885	16		Time		Time
235886	1		FSC-A		FSC-A
235886	2		FSC-H		FSC-H
235886	3		FSC-W		FSC-W
235886	4	SSC	SSC-A	SSC	SSC-A
235886	5	SSC	SSC-H	SSC	SSC-H
235886	6	SSC	SSC-W	SSC	SSC-W
235886	7		Red C 660/20-A	hFAS	CD95
235886	8		Red A 780/60-A	hCD19	CD19
235886	9		Blue F 525/50-A	hIGHD	IgD
235886	10		Blue E 576/26-A	hCXCR3	CXCR3
235886	11		Blue D 610/20-A	hCD24	CD24
235886	12		Blue C 660/20-A	hCR2	CD21
235886	13		Blue B 710/50-A	hCD38	CD38
235886	14		Blue A 780/60-A	PTPRC/iso:CD45RO	B220
235886	15		Violet C 450/50-A	hCD3E	CD3
235886	16		Violet B 525/50-A		L/D
235886	17		Violet A 610/20-A	hCD27	CD27
235886	18		Time		Time
235887	1		FSC-A		FSC-A
235887	2		FSC-H		FSC-H
235887	3		FSC-W		FSC-W
235887	4	SSC	SSC-A	SSC	SSC-A
235887	5	SSC	SSC-H	SSC	SSC-H
235887	6	SSC	SSC-W	SSC	SSC-W
235887	7		Red C 660/20-A		10
235887	8		Red A 780/60-A		19
235887	9		Blue F 525/50-A		MTG
235887	10		Blue E 576/26-A		IGD
235887	11		Blue D 610/20-A		24
235887	12		Blue C 660/20-A		IGD
235887	13		Blue B 710/50-A		38
235887	14		Blue A 780/60-A		23
235887	15		Violet C 450/50-A		3
235887	16		Violet B 525/50-A		L/D
235887	17		Violet A 610/20-A		27
235887	18		Time		Time
235888	1		FSC-A		FSC-A
235888	2	SSC	SSC-A	SSC	SSC-A
235888	3		Blue B 515/20-A		3
235888	4		Blue A 710/50-A		45RA
235888	5		Violet H 450/50-A	hCCR6	CCR6
235888	6		Violet G 550/40-A		L/D
235888	7		Violet D 605/40-A	hPDCD1	PD1
235888	8		Violet C 660/40-A		25
235888	9		Violet A 780/60-A		127
235888	10		Red C 660/20-A	hCCR4	CCR4
235888	11		Red A 780/60-A		4
235888	12		Green E 575/25-A	hCXCR3	CXCR3
235888	13		Green D 610/20-A	hCXCR5	CXCR5
235888	14		Green C 660/40-A	hICOS	ICOS
235888	15		Green A 780/40-A	hCCR7	CCR7
235888	16		Time		Time
235889	1		FSC-A		FSC-A
235889	2		FSC-H		FSC-H
235889	3		FSC-W		FSC-W
235889	4	SSC	SSC-A	SSC	SSC-A
235889	5	SSC	SSC-H	SSC	SSC-H
235889	6	SSC	SSC-W	SSC	SSC-W
235889	7		Red C 660/20-A	hFAS	CD95
235889	8		Red A 780/60-A	hCD19	CD19
235889	9		Blue F 525/50-A	hIGHD	IgD
235889	10		Blue E 576/26-A	hCXCR3	CXCR3
235889	11		Blue D 610/20-A	hCD24	CD24
235889	12		Blue C 660/20-A	hCR2	CD21
235889	13		Blue B 710/50-A	hCD38	CD38
235889	14		Blue A 780/60-A	PTPRC/iso:CD45RO	B220
235889	15		Violet C 450/50-A	hCD3E	CD3
235889	16		Violet B 525/50-A		L/D
235889	17		Violet A 610/20-A	hCD27	CD27
235889	18		Time		Time
235890	1		FSC-A		FSC-A
235890	2		FSC-H		FSC-H
235890	3		FSC-W		FSC-W
235890	4	SSC	SSC-A	SSC	SSC-A
235890	5	SSC	SSC-H	SSC	SSC-H
235890	6	SSC	SSC-W	SSC	SSC-W
235890	7		Red C 660/20-A		10
235890	8		Red A 780/60-A		19
235890	9		Blue F 525/50-A		MTG
235890	10		Blue E 576/26-A		IGD
235890	11		Blue D 610/20-A		24
235890	12		Blue C 660/20-A		IGD
235890	13		Blue B 710/50-A		38
235890	14		Blue A 780/60-A		23
235890	15		Violet C 450/50-A		3
235890	16		Violet B 525/50-A		L/D
235890	17		Violet A 610/20-A		27
235890	18		Time		Time
235891	1		FSC-A		FSC-A
235891	2	SSC	SSC-A	SSC	SSC-A
235891	3		Blue B 515/20-A		3
235891	4		Blue A 710/50-A		45RA
235891	5		Violet H 450/50-A	hCCR6	CCR6
235891	6		Violet G 550/40-A		L/D
235891	7		Violet D 605/40-A	hPDCD1	PD1
235891	8		Violet C 660/40-A		25
235891	9		Violet A 780/60-A		127
235891	10		Red C 660/20-A	hCCR4	CCR4
235891	11		Red A 780/60-A		4
235891	12		Green E 575/25-A	hCXCR3	CXCR3
235891	13		Green D 610/20-A	hCXCR5	CXCR5
235891	14		Green C 660/40-A	hICOS	ICOS
235891	15		Green A 780/40-A	hCCR7	CCR7
235891	16		Time		Time
235892	1		FSC-A		FSC-A
235892	2		FSC-H		FSC-H
235892	3		FSC-W		FSC-W
235892	4	SSC	SSC-A	SSC	SSC-A
235892	5	SSC	SSC-H	SSC	SSC-H
235892	6	SSC	SSC-W	SSC	SSC-W
235892	7		Red C 660/20-A	hFAS	CD95
235892	8		Red A 780/60-A	hCD19	CD19
235892	9		Blue F 525/50-A	hIGHD	IgD
235892	10		Blue E 576/26-A	hCXCR3	CXCR3
235892	11		Blue D 610/20-A	hCD24	CD24
235892	12		Blue C 660/20-A	hCR2	CD21
235892	13		Blue B 710/50-A	hCD38	CD38
235892	14		Blue A 780/60-A	PTPRC/iso:CD45RO	B220
235892	15		Violet C 450/50-A	hCD3E	CD3
235892	16		Violet B 525/50-A		L/D
235892	17		Violet A 610/20-A	hCD27	CD27
235892	18		Time		Time
235893	1		FSC-A		FSC-A
235893	2	SSC	SSC-A	SSC	SSC-A
235893	3		Blue B 515/20-A		3
235893	4		Blue A 710/50-A		45RA
235893	5		Violet H 450/50-A	hCCR6	CCR6
235893	6		Violet G 550/40-A		L/D
235893	7		Violet D 605/40-A	hPDCD1	PD1
235893	8		Violet C 660/40-A		25
235893	9		Violet A 780/60-A		127
235893	10		Red C 660/20-A	hCCR4	CCR4
235893	11		Red A 780/60-A		4
235893	12		Green E 575/25-A	hCXCR3	CXCR3
235893	13		Green D 610/20-A	hCXCR5	CXCR5
235893	14		Green C 660/40-A	hICOS	ICOS
235893	15		Green A 780/40-A	hCCR7	CCR7
235893	16		Time		Time
235894	1		FSC-A		FSC-A
235894	2	SSC	SSC-A	SSC	SSC-A
235894	3		Red C 660/20-A		95
235894	4		Red A 780/60-A		19
235894	5		Blue F 525/50-A	hIGHD	IgD
235894	6		Blue E 576/26-A	hCXCR3	CXCR3
235894	7		Blue D 610/20-A		24
235894	8		Blue C 660/20-A		21
235894	9		Blue B 710/50-A		38
235894	10		Blue A 780/60-A	PTPRC/iso:CD45RO	B220
235894	11		Violet C 450/50-A		3
235894	12		Violet B 525/50-A		L/D
235894	13		Violet A 610/20-A		27
235894	14		Time		Time
235895	1		FSC-A		FSC-A
235895	2	SSC	SSC-A	SSC	SSC-A
235895	3		Red C 660/20-A	hMME	CD10
235895	4		Red A 780/60-A	hCD19	CD19
235895	5		Blue F 525/50-A		MTG
235895	6		Blue E 576/26-A	hIGHD	IgD
235895	7		Blue D 610/20-A	hCD24	CD24
235895	8		Blue C 660/20-A	hIGHM	IgM
235895	9		Blue B 710/50-A	hCD38	CD38
235895	10		Blue A 780/60-A	hFCER2	CD23
235895	11		Violet C 450/50-A	hCD3E	CD3
235895	12		Violet B 525/50-A		L/D
235895	13		Violet A 610/20-A	hCD27	CD27
235895	14		Time		Time
235896	1		FSC-A		FSC-A
235896	2		FSC-H		FSC-H
235896	3		FSC-W		FSC-W
235896	4	SSC	SSC-A	SSC	SSC-A
235896	5	SSC	SSC-H	SSC	SSC-H
235896	6	SSC	SSC-W	SSC	SSC-W
235896	7		Red C 660/20-A	hCXCR5	CXCR5
235896	8		Red B 710/50-A	hCD3E	CD3
235896	9		Red A 780/60-A	hIL2RA	CD25
235896	10		Blue F 525/50-A	hCCR4	CCR4
235896	11		Blue E 576/26-A	hCXCR3	CXCR3
235896	12		Blue C 660/20-A	hICOS	ICOS
235896	13		Blue B 710/50-A	hCCR6	CCR6
235896	14		Blue A 780/60-A	hCCR7	CCR7
235896	15		Violet C 450/50-A	hCD4	CD4
235896	16		Violet B 525/50-A		L/D
235896	17		Violet A 610/20-A	hPTPRC/iso:h6	CD45RA
235896	18		Time		Time
235897	1		FSC-A		FSC-A
235897	2	SSC	SSC-A	SSC	SSC-A
235897	3		Red C 660/20-A		95
235897	4		Red A 780/60-A		19
235897	5		Blue F 525/50-A	hIGHD	IgD
235897	6		Blue E 576/26-A	hCXCR3	CXCR3
235897	7		Blue D 610/20-A		24
235897	8		Blue C 660/20-A		21
235897	9		Blue B 710/50-A		38
235897	10		Blue A 780/60-A	PTPRC/iso:CD45RO	B220
235897	11		Violet C 450/50-A		3
235897	12		Violet B 525/50-A		L/D
235897	13		Violet A 610/20-A		27
235897	14		Time		Time
235898	1		FSC-A		FSC-A
235898	2	SSC	SSC-A	SSC	SSC-A
235898	3		Red C 660/20-A	hMME	CD10
235898	4		Red A 780/60-A	hCD19	CD19
235898	5		Blue F 525/50-A		MTG
235898	6		Blue E 576/26-A	hIGHD	IgD
235898	7		Blue D 610/20-A	hCD24	CD24
235898	8		Blue C 660/20-A	hIGHM	IgM
235898	9		Blue B 710/50-A	hCD38	CD38
235898	10		Blue A 780/60-A	hFCER2	CD23
235898	11		Violet C 450/50-A	hCD3E	CD3
235898	12		Violet B 525/50-A		L/D
235898	13		Violet A 610/20-A	hCD27	CD27
235898	14		Time		Time
235899	1		FSC-A		FSC-A
235899	2		FSC-H		FSC-H
235899	3		FSC-W		FSC-W
235899	4	SSC	SSC-A	SSC	SSC-A
235899	5	SSC	SSC-H	SSC	SSC-H
235899	6	SSC	SSC-W	SSC	SSC-W
235899	7		Red C 660/20-A	hCXCR5	CXCR5
235899	8		Red B 710/50-A	hCD3E	CD3
235899	9		Red A 780/60-A	hIL2RA	CD25
235899	10		Blue F 525/50-A	hCCR4	CCR4
235899	11		Blue E 576/26-A	hCXCR3	CXCR3
235899	12		Blue C 660/20-A	hICOS	ICOS
235899	13		Blue B 710/50-A	hCCR6	CCR6
235899	14		Blue A 780/60-A	hCCR7	CCR7
235899	15		Violet C 450/50-A	hCD4	CD4
235899	16		Violet B 525/50-A		L/D
235899	17		Violet A 610/20-A	hPTPRC/iso:h6	CD45RA
235899	18		Time		Time
235900	1		FSC-A		FSC-A
235900	2	SSC	SSC-A	SSC	SSC-A
235900	3		Red C 660/20-A		95
235900	4		Red A 780/60-A		19
235900	5		Blue F 525/50-A	hIGHD	IgD
235900	6		Blue E 576/26-A	hCXCR3	CXCR3
235900	7		Blue D 610/20-A		24
235900	8		Blue C 660/20-A		21
235900	9		Blue B 710/50-A		38
235900	10		Blue A 780/60-A	PTPRC/iso:CD45RO	B220
235900	11		Violet C 450/50-A		3
235900	12		Violet B 525/50-A		L/D
235900	13		Violet A 610/20-A		27
235900	14		Time		Time
235901	1		FSC-A		FSC-A
235901	2	SSC	SSC-A	SSC	SSC-A
235901	3		Red C 660/20-A	hMME	CD10
235901	4		Red A 780/60-A	hCD19	CD19
235901	5		Blue F 525/50-A		MTG
235901	6		Blue E 576/26-A	hIGHD	IgD
235901	7		Blue D 610/20-A	hCD24	CD24
235901	8		Blue C 660/20-A	hIGHM	IgM
235901	9		Blue B 710/50-A	hCD38	CD38
235901	10		Blue A 780/60-A	hFCER2	CD23
235901	11		Violet C 450/50-A	hCD3E	CD3
235901	12		Violet B 525/50-A		L/D
235901	13		Violet A 610/20-A	hCD27	CD27
235901	14		Time		Time
235902	1		FSC-A		FSC-A
235902	2		FSC-H		FSC-H
235902	3		FSC-W		FSC-W
235902	4	SSC	SSC-A	SSC	SSC-A
235902	5	SSC	SSC-H	SSC	SSC-H
235902	6	SSC	SSC-W	SSC	SSC-W
235902	7		Red C 660/20-A	hCXCR5	CXCR5
235902	8		Red B 710/50-A	hCD3E	CD3
235902	9		Red A 780/60-A	hIL2RA	CD25
235902	10		Blue F 525/50-A	hCCR4	CCR4
235902	11		Blue E 576/26-A	hCXCR3	CXCR3
235902	12		Blue C 660/20-A	hICOS	ICOS
235902	13		Blue B 710/50-A	hCCR6	CCR6
235902	14		Blue A 780/60-A	hCCR7	CCR7
235902	15		Violet C 450/50-A	hCD4	CD4
235902	16		Violet B 525/50-A		L/D
235902	17		Violet A 610/20-A	hPTPRC/iso:h6	CD45RA
235902	18		Time		Time
235903	1		FSC-A		FSC-A
235903	2		FSC-H		FSC-H
235903	3		FSC-W		FSC-W
235903	4	SSC	SSC-A	SSC	SSC-A
235903	5	SSC	SSC-H	SSC	SSC-H
235903	6	SSC	SSC-W	SSC	SSC-W
235903	7		Blue F 525/50-A	hIGHD	IgD
235903	8		Blue E 576/26-A	hCXCR3	CXCR3
235903	9		Blue D 610/20-A	hCD24	CD24
235903	10		Blue C 660/20-A	hCR2	CD21
235903	11		Blue B 710/50-A	hCD38	CD38
235903	12		Blue A 780/60-A	PTPRC/iso:CD45RO	B220
235903	13		Violet C 450/50-A	hCD3E	CD3
235903	14		Violet B 525/50-A		L\D
235903	15		Violet A 610/20-A	hCD27	CD27
235903	16		Red C 660/20-A	hFAS	CD95
235903	17		Red A 780/60-A	hCD19	CD19
235903	18		Time		Time
235904	1		FSC-A		FSC-A
235904	2		FSC-H		FSC-H
235904	3		FSC-W		FSC-W
235904	4	SSC	SSC-A	SSC	SSC-A
235904	5	SSC	SSC-H	SSC	SSC-H
235904	6	SSC	SSC-W	SSC	SSC-W
235904	7		Blue F 525/50-A		MTG
235904	8		Blue E 576/26-A	hCXCR3	CXCR3
235904	9		Blue D 610/20-A		24
235904	10		Blue C 660/20-A		IGM
235904	11		Blue B 710/50-A		38
235904	12		Blue A 780/60-A		23
235904	13		Violet C 450/50-A		3
235904	14		Violet B 525/50-A		L/D
235904	15		Violet A 610/20-A		27
235904	16		Red C 660/20-A		10
235904	17		Red A 780/60-A		19
235904	18		Time		Time
235905	1		FSC-A		FSC-A
235905	2	SSC	SSC-A	SSC	SSC-A
235905	3		Blue B 515/20-A		3
235905	4		Blue A 710/50-A		45RA
235905	5		Violet H 450/50-A	hCCR6	CCR6
235905	6		Violet G 550/40-A		L/D
235905	7		Violet D 605/40-A	hPDCD1	PD1
235905	8		Violet C 660/40-A		25
235905	9		Violet A 780/60-A		127
235905	10		Red C 660/20-A	hCCR4	CCR4
235905	11		Red A 780/60-A		4
235905	12		Green E 575/25-A	hCXCR3	CXCR3
235905	13		Green D 610/20-A	hCXCR5	CXCR5
235905	14		Green C 660/40-A	hICOS	ICOS
235905	15		Green A 780/40-A	hCCR7	CCR7
235905	16		Time		Time
235906	1		FSC-A		FSC-A
235906	2		FSC-H		FSC-H
235906	3		FSC-W		FSC-W
235906	4	SSC	SSC-A	SSC	SSC-A
235906	5	SSC	SSC-H	SSC	SSC-H
235906	6	SSC	SSC-W	SSC	SSC-W
235906	7		Blue F 525/50-A	hIGHD	IgD
235906	8		Blue E 576/26-A	hCXCR3	CXCR3
235906	9		Blue D 610/20-A	hCD24	CD24
235906	10		Blue C 660/20-A	hCR2	CD21
235906	11		Blue B 710/50-A	hCD38	CD38
235906	12		Blue A 780/60-A	PTPRC/iso:CD45RO	B220
235906	13		Violet C 450/50-A	hCD3E	CD3
235906	14		Violet B 525/50-A		L\D
235906	15		Violet A 610/20-A	hCD27	CD27
235906	16		Red C 660/20-A	hFAS	CD95
235906	17		Red A 780/60-A	hCD19	CD19
235906	18		Time		Time
235907	1		FSC-A		FSC-A
235907	2		FSC-H		FSC-H
235907	3		FSC-W		FSC-W
235907	4	SSC	SSC-A	SSC	SSC-A
235907	5	SSC	SSC-H	SSC	SSC-H
235907	6	SSC	SSC-W	SSC	SSC-W
235907	7		Blue F 525/50-A		MTG
235907	8		Blue E 576/26-A	hCXCR3	CXCR3
235907	9		Blue D 610/20-A		24
235907	10		Blue C 660/20-A		IGM
235907	11		Blue B 710/50-A		38
235907	12		Blue A 780/60-A		23
235907	13		Violet C 450/50-A		3
235907	14		Violet B 525/50-A		L/D
235907	15		Violet A 610/20-A		27
235907	16		Red C 660/20-A		10
235907	17		Red A 780/60-A		19
235907	18		Time		Time
235908	1		FSC-A		FSC-A
235908	2	SSC	SSC-A	SSC	SSC-A
235908	3		Blue B 515/20-A		3
235908	4		Blue A 710/50-A		45RA
235908	5		Violet H 450/50-A	hCCR6	CCR6
235908	6		Violet G 550/40-A		L/D
235908	7		Violet D 605/40-A	hPDCD1	PD1
235908	8		Violet C 660/40-A		25
235908	9		Violet A 780/60-A		127
235908	10		Red C 660/20-A	hCCR4	CCR4
235908	11		Red A 780/60-A		4
235908	12		Green E 575/25-A	hCXCR3	CXCR3
235908	13		Green D 610/20-A	hCXCR5	CXCR5
235908	14		Green C 660/40-A	hICOS	ICOS
235908	15		Green A 780/40-A	hCCR7	CCR7
235908	16		Time		Time
235909	1		FSC-A		FSC-A
235909	2		FSC-H		FSC-H
235909	3		FSC-W		FSC-W
235909	4	SSC	SSC-A	SSC	SSC-A
235909	5	SSC	SSC-H	SSC	SSC-H
235909	6	SSC	SSC-W	SSC	SSC-W
235909	7		Blue F 525/50-A	hIGHD	IgD
235909	8		Blue E 576/26-A	hCXCR3	CXCR3
235909	9		Blue D 610/20-A	hCD24	CD24
235909	10		Blue C 660/20-A	hCR2	CD21
235909	11		Blue B 710/50-A	hCD38	CD38
235909	12		Blue A 780/60-A	PTPRC/iso:CD45RO	B220
235909	13		Violet C 450/50-A	hCD3E	CD3
235909	14		Violet B 525/50-A		L\D
235909	15		Violet A 610/20-A	hCD27	CD27
235909	16		Red C 660/20-A	hFAS	CD95
235909	17		Red A 780/60-A	hCD19	CD19
235909	18		Time		Time
235910	1		FSC-A		FSC-A
235910	2	SSC	SSC-A	SSC	SSC-A
235910	3		Blue B 515/20-A		3
235910	4		Blue A 710/50-A		45RA
235910	5		Violet H 450/50-A	hCCR6	CCR6
235910	6		Violet G 550/40-A		L/D
235910	7		Violet D 605/40-A	hPDCD1	PD1
235910	8		Violet C 660/40-A		25
235910	9		Violet A 780/60-A		127
235910	10		Red C 660/20-A	hCCR4	CCR4
235910	11		Red A 780/60-A		4
235910	12		Green E 575/25-A	hCXCR3	CXCR3
235910	13		Green D 610/20-A	hCXCR5	CXCR5
235910	14		Green C 660/40-A	hICOS	ICOS
235910	15		Green A 780/40-A	hCCR7	CCR7
235910	16		Time		Time
235911	1		FSC-A		FSC-A
235911	2	SSC	SSC-A	SSC	SSC-A
235911	3		Red C 660/20-A		95
235911	4		Red A 780/60-A		19
235911	5		Blue F 525/50-A	hIGHD	IgD
235911	6		Blue E 576/26-A	hCXCR3	CXCR3
235911	7		Blue D 610/20-A		24
235911	8		Blue C 660/20-A		21
235911	9		Blue B 710/50-A		38
235911	10		Blue A 780/60-A	PTPRC/iso:CD45RO	B220
235911	11		Violet C 450/50-A		3
235911	12		Violet B 525/50-A		L/D
235911	13		Violet A 610/20-A		27
235911	14		Time		Time
235912	1		FSC-A		FSC-A
235912	2	SSC	SSC-A	SSC	SSC-A
235912	3		Red C 660/20-A	hMME	CD10
235912	4		Red A 780/60-A	hCD19	CD19
235912	5		Blue F 525/50-A		MTG
235912	6		Blue E 576/26-A	hIGHD	IgD
235912	7		Blue D 610/20-A	hCD24	CD24
235912	8		Blue C 660/20-A	hIGHM	IgM
235912	9		Blue B 710/50-A	hCD38	CD38
235912	10		Blue A 780/60-A	hFCER2	CD23
235912	11		Violet C 450/50-A	hCD3E	CD3
235912	12		Violet B 525/50-A		L/D
235912	13		Violet A 610/20-A	hCD27	CD27
235912	14		Time		Time
235913	1		FSC-A		FSC-A
235913	2		FSC-H		FSC-H
235913	3		FSC-W		FSC-W
235913	4	SSC	SSC-A	SSC	SSC-A
235913	5	SSC	SSC-H	SSC	SSC-H
235913	6	SSC	SSC-W	SSC	SSC-W
235913	7		Red C 660/20-A	hCXCR5	CXCR5
235913	8		Red B 710/50-A	hCD3E	CD3
235913	9		Red A 780/60-A	hIL2RA	CD25
235913	10		Blue F 525/50-A	hCCR4	CCR4
235913	11		Blue E 576/26-A	hCXCR3	CXCR3
235913	12		Blue C 660/20-A	hICOS	ICOS
235913	13		Blue B 710/50-A	hCCR6	CCR6
235913	14		Blue A 780/60-A	hCCR7	CCR7
235913	15		Violet C 450/50-A	hCD4	CD4
235913	16		Violet B 525/50-A		L/D
235913	17		Violet A 610/20-A	hPTPRC/iso:h6	CD45RA
235913	18		Time		Time
235914	1		FSC-A		FSC-A
235914	2	SSC	SSC-A	SSC	SSC-A
235914	3		Red C 660/20-A		95
235914	4		Red A 780/60-A		19
235914	5		Blue F 525/50-A	hIGHD	IgD
235914	6		Blue E 576/26-A	hCXCR3	CXCR3
235914	7		Blue D 610/20-A		24
235914	8		Blue C 660/20-A		21
235914	9		Blue B 710/50-A		38
235914	10		Blue A 780/60-A	PTPRC/iso:CD45RO	B220
235914	11		Violet C 450/50-A		3
235914	12		Violet B 525/50-A		L/D
235914	13		Violet A 610/20-A		27
235914	14		Time		Time
235915	1		FSC-A		FSC-A
235915	2	SSC	SSC-A	SSC	SSC-A
235915	3		Red C 660/20-A	hMME	CD10
235915	4		Red A 780/60-A	hCD19	CD19
235915	5		Blue F 525/50-A		MTG
235915	6		Blue E 576/26-A	hIGHD	IgD
235915	7		Blue D 610/20-A	hCD24	CD24
235915	8		Blue C 660/20-A	hIGHM	IgM
235915	9		Blue B 710/50-A	hCD38	CD38
235915	10		Blue A 780/60-A	hFCER2	CD23
235915	11		Violet C 450/50-A	hCD3E	CD3
235915	12		Violet B 525/50-A		L/D
235915	13		Violet A 610/20-A	hCD27	CD27
235915	14		Time		Time
235916	1		FSC-A		FSC-A
235916	2		FSC-H		FSC-H
235916	3		FSC-W		FSC-W
235916	4	SSC	SSC-A	SSC	SSC-A
235916	5	SSC	SSC-H	SSC	SSC-H
235916	6	SSC	SSC-W	SSC	SSC-W
235916	7		Red C 660/20-A	hCXCR5	CXCR5
235916	8		Red B 710/50-A	hCD3E	CD3
235916	9		Red A 780/60-A	hIL2RA	CD25
235916	10		Blue F 525/50-A	hCCR4	CCR4
235916	11		Blue E 576/26-A	hCXCR3	CXCR3
235916	12		Blue C 660/20-A	hICOS	ICOS
235916	13		Blue B 710/50-A	hCCR6	CCR6
235916	14		Blue A 780/60-A	hCCR7	CCR7
235916	15		Violet C 450/50-A	hCD4	CD4
235916	16		Violet B 525/50-A		L/D
235916	17		Violet A 610/20-A	hPTPRC/iso:h6	CD45RA
235916	18		Time		Time
235917	1		FSC-A		FSC-A
235917	2	SSC	SSC-A	SSC	SSC-A
235917	3		Red C 660/20-A		95
235917	4		Red A 780/60-A		19
