FCS_HEADER_ID	PARAMETER_NUMBER	PNN_PREFERRED	PNN_REPORTED	PNS_PREFERRED	PNS_REPORTED
235779	1		FSC-A		FSC-A
235779	2		FSC-H		FSC-H
235779	3		FSC-W		FSC-W
235779	4	SSC	SSC-A	SSC	SSC-A
235779	5	SSC	SSC-H	SSC	SSC-H
235779	6	SSC	SSC-W	SSC	SSC-W
235779	7		Red C 660/20-A		95
235779	8		Red A 780/60-A		19
235779	9		Blue F 525/50-A	hIGHD	IgD
235779	10		Blue E 576/26-A	hCXCR3	CXCR3
235779	11		Blue D 610/20-A		24
235779	12		Blue C 660/20-A		21
235779	13		Blue B 710/50-A		38
235779	14		Blue A 780/60-A	PTPRC/iso:CD45RO	B220
235779	15		Violet C 450/50-A		3
235779	16		Violet B 525/50-A		L\D
235779	17		Violet A 610/20-A		27
235779	18		Time		Time
235780	1		FSC-A		FSC-A
235780	2		FSC-H		FSC-H
235780	3		FSC-W		FSC-W
235780	4	SSC	SSC-A	SSC	SSC-A
235780	5	SSC	SSC-H	SSC	SSC-H
235780	6	SSC	SSC-W	SSC	SSC-W
235780	7		Red C 660/20-A		10
235780	8		Red A 780/60-A		19
235780	9		Blue F 525/50-A		MTG
235780	10		Blue E 576/26-A		IGD
235780	11		Blue D 610/20-A		24
235780	12		Blue C 660/20-A		IGM
235780	13		Blue B 710/50-A		38
235780	14		Blue A 780/60-A		23
235780	15		Violet C 450/50-A		3
235780	16		Violet B 525/50-A		L/D
235780	17		Violet A 610/20-A		27
235780	18		Time		Time
235781	1		FSC-A		FSC-A
235781	2	SSC	SSC-A	SSC	SSC-A
235781	3		Blue B 515/20-A		3
235781	4		Blue A 710/50-A		45RA
235781	5		Violet H 450/50-A	hCCR6	CCR6
235781	6		Violet G 550/40-A		L/D
235781	7		Violet D 605/40-A	hPDCD1	PD1
235781	8		Violet C 660/40-A		25
235781	9		Violet A 780/60-A		127
235781	10		Red C 660/20-A	hCCR4	CCR4
235781	11		Red A 780/60-A		4
235781	12		Green E 575/25-A	hCXCR3	CXCR3
235781	13		Green D 610/20-A	hCXCR5	CXCR5
235781	14		Green C 660/40-A	hICOS	ICOS
235781	15		Green A 780/40-A	hCCR7	CCR7
235781	16		Time		Time
235782	1		FSC-A		FSC-A
235782	2		FSC-H		FSC-H
235782	3		FSC-W		FSC-W
235782	4	SSC	SSC-A	SSC	SSC-A
235782	5	SSC	SSC-H	SSC	SSC-H
235782	6	SSC	SSC-W	SSC	SSC-W
235782	7		Red C 660/20-A		95
235782	8		Red A 780/60-A		19
235782	9		Blue F 525/50-A	hIGHD	IgD
235782	10		Blue E 576/26-A	hCXCR3	CXCR3
235782	11		Blue D 610/20-A		24
235782	12		Blue C 660/20-A		21
235782	13		Blue B 710/50-A		38
235782	14		Blue A 780/60-A	PTPRC/iso:CD45RO	B220
235782	15		Violet C 450/50-A		3
235782	16		Violet B 525/50-A		L\D
235782	17		Violet A 610/20-A		27
235782	18		Time		Time
235783	1		FSC-A		FSC-A
235783	2		FSC-H		FSC-H
235783	3		FSC-W		FSC-W
235783	4	SSC	SSC-A	SSC	SSC-A
235783	5	SSC	SSC-H	SSC	SSC-H
235783	6	SSC	SSC-W	SSC	SSC-W
235783	7		Red C 660/20-A		10
235783	8		Red A 780/60-A		19
235783	9		Blue F 525/50-A		MTG
235783	10		Blue E 576/26-A		IGD
235783	11		Blue D 610/20-A		24
235783	12		Blue C 660/20-A		IGM
235783	13		Blue B 710/50-A		38
235783	14		Blue A 780/60-A		23
235783	15		Violet C 450/50-A		3
235783	16		Violet B 525/50-A		L/D
235783	17		Violet A 610/20-A		27
235783	18		Time		Time
235784	1		FSC-A		FSC-A
235784	2	SSC	SSC-A	SSC	SSC-A
235784	3		Blue B 515/20-A		3
235784	4		Blue A 710/50-A		45RA
235784	5		Violet H 450/50-A	hCCR6	CCR6
235784	6		Violet G 550/40-A		L/D
235784	7		Violet D 605/40-A	hPDCD1	PD1
235784	8		Violet C 660/40-A		25
235784	9		Violet A 780/60-A		127
235784	10		Red C 660/20-A	hCCR4	CCR4
235784	11		Red A 780/60-A		4
235784	12		Green E 575/25-A	hCXCR3	CXCR3
235784	13		Green D 610/20-A	hCXCR5	CXCR5
235784	14		Green C 660/40-A	hICOS	ICOS
235784	15		Green A 780/40-A	hCCR7	CCR7
235784	16		Time		Time
235785	1		FSC-A		FSC-A
235785	2		FSC-H		FSC-H
235785	3		FSC-W		FSC-W
235785	4	SSC	SSC-A	SSC	SSC-A
235785	5	SSC	SSC-H	SSC	SSC-H
235785	6	SSC	SSC-W	SSC	SSC-W
235785	7		Red C 660/20-A		95
235785	8		Red A 780/60-A		19
235785	9		Blue F 525/50-A	hIGHD	IgD
235785	10		Blue E 576/26-A	hCXCR3	CXCR3
235785	11		Blue D 610/20-A		24
235785	12		Blue C 660/20-A		21
235785	13		Blue B 710/50-A		38
235785	14		Blue A 780/60-A	PTPRC/iso:CD45RO	B220
235785	15		Violet C 450/50-A		3
235785	16		Violet B 525/50-A		L\D
235785	17		Violet A 610/20-A		27
235785	18		Time		Time
235786	1		FSC-A		FSC-A
235786	2		FSC-H		FSC-H
235786	3		FSC-W		FSC-W
235786	4	SSC	SSC-A	SSC	SSC-A
235786	5	SSC	SSC-H	SSC	SSC-H
235786	6	SSC	SSC-W	SSC	SSC-W
235786	7		Red C 660/20-A		10
235786	8		Red A 780/60-A		19
235786	9		Blue F 525/50-A		MTG
235786	10		Blue E 576/26-A		IGD
235786	11		Blue D 610/20-A		24
235786	12		Blue C 660/20-A		IGM
235786	13		Blue B 710/50-A		38
235786	14		Blue A 780/60-A		23
235786	15		Violet C 450/50-A		3
235786	16		Violet B 525/50-A		L/D
235786	17		Violet A 610/20-A		27
235786	18		Time		Time
235787	1		FSC-A		FSC-A
235787	2	SSC	SSC-A	SSC	SSC-A
235787	3		Blue B 515/20-A		3
235787	4		Blue A 710/50-A		45RA
235787	5		Violet H 450/50-A	hCCR6	CCR6
235787	6		Violet G 550/40-A		L/D
235787	7		Violet D 605/40-A	hPDCD1	PD1
235787	8		Violet C 660/40-A		25
235787	9		Violet A 780/60-A		127
235787	10		Red C 660/20-A	hCCR4	CCR4
235787	11		Red A 780/60-A		4
235787	12		Green E 575/25-A	hCXCR3	CXCR3
235787	13		Green D 610/20-A	hCXCR5	CXCR5
235787	14		Green C 660/40-A	hICOS	ICOS
235787	15		Green A 780/40-A	hCCR7	CCR7
235787	16		Time		Time
235788	1		FSC-A		FSC-A
235788	2	SSC	SSC-A	SSC	SSC-A
235788	3		Red C 660/20-A		95
235788	4		Red A 780/60-A		19
235788	5		Blue F 525/50-A	hIGHD	IgD
235788	6		Blue E 576/26-A	hCXCR3	CXCR3
235788	7		Blue D 610/20-A		24
235788	8		Blue C 660/20-A		21
235788	9		Blue B 710/50-A		38
235788	10		Blue A 780/60-A	PTPRC/iso:CD45RO	B220
235788	11		Violet C 450/50-A		3
235788	12		Violet B 525/50-A		L/D
235788	13		Violet A 610/20-A		27
235788	14		Time		Time
235789	1		FSC-A		FSC-A
235789	2	SSC	SSC-A	SSC	SSC-A
235789	3		Red C 660/20-A	hMME	CD10
235789	4		Red A 780/60-A	hCD19	CD19
235789	5		Blue F 525/50-A		MTG
235789	6		Blue E 576/26-A	hIGHD	IgD
235789	7		Blue D 610/20-A	hCD24	CD24
235789	8		Blue C 660/20-A	hIGHM	IgM
235789	9		Blue B 710/50-A	hCD38	CD38
235789	10		Blue A 780/60-A	hFCER2	CD23
235789	11		Violet C 450/50-A	hCD3E	CD3
235789	12		Violet B 525/50-A		L/D
235789	13		Violet A 610/20-A	hCD27	CD27
235789	14		Time		Time
235790	1		FSC-A		FSC-A
235790	2		FSC-H		FSC-H
235790	3		FSC-W		FSC-W
235790	4	SSC	SSC-A	SSC	SSC-A
235790	5	SSC	SSC-H	SSC	SSC-H
235790	6	SSC	SSC-W	SSC	SSC-W
235790	7		Red C 660/20-A	hCXCR5	CXCR5
235790	8		Red B 710/50-A	hCD3E	CD3
235790	9		Red A 780/60-A	hIL2RA	CD25
235790	10		Blue F 525/50-A	hCCR4	CCR4
235790	11		Blue E 576/26-A	hCXCR3	CXCR3
235790	12		Blue C 660/20-A	hICOS	ICOS
235790	13		Blue B 710/50-A	hCCR6	CCR6
235790	14		Blue A 780/60-A	hCCR7	CCR7
235790	15		Violet C 450/50-A	hCD4	CD4
235790	16		Violet B 525/50-A		L/D
235790	17		Violet A 610/20-A	hPTPRC/iso:h6	CD45RA
235790	18		Time		Time
235791	1		FSC-A		FSC-A
235791	2	SSC	SSC-A	SSC	SSC-A
235791	3		Red C 660/20-A		95
235791	4		Red A 780/60-A		19
235791	5		Blue F 525/50-A	hIGHD	IgD
235791	6		Blue E 576/26-A	hCXCR3	CXCR3
235791	7		Blue D 610/20-A		24
235791	8		Blue C 660/20-A		21
235791	9		Blue B 710/50-A		38
235791	10		Blue A 780/60-A	PTPRC/iso:CD45RO	B220
235791	11		Violet C 450/50-A		3
235791	12		Violet B 525/50-A		L/D
235791	13		Violet A 610/20-A		27
235791	14		Time		Time
235792	1		FSC-A		FSC-A
235792	2	SSC	SSC-A	SSC	SSC-A
235792	3		Red C 660/20-A	hMME	CD10
235792	4		Red A 780/60-A	hCD19	CD19
235792	5		Blue F 525/50-A		MTG
235792	6		Blue E 576/26-A	hIGHD	IgD
235792	7		Blue D 610/20-A	hCD24	CD24
235792	8		Blue C 660/20-A	hIGHM	IgM
235792	9		Blue B 710/50-A	hCD38	CD38
235792	10		Blue A 780/60-A	hFCER2	CD23
235792	11		Violet C 450/50-A	hCD3E	CD3
235792	12		Violet B 525/50-A		L/D
235792	13		Violet A 610/20-A	hCD27	CD27
235792	14		Time		Time
235793	1		FSC-A		FSC-A
235793	2		FSC-H		FSC-H
235793	3		FSC-W		FSC-W
235793	4	SSC	SSC-A	SSC	SSC-A
235793	5	SSC	SSC-H	SSC	SSC-H
235793	6	SSC	SSC-W	SSC	SSC-W
235793	7		Red C 660/20-A	hCXCR5	CXCR5
235793	8		Red B 710/50-A	hCD3E	CD3
235793	9		Red A 780/60-A	hIL2RA	CD25
235793	10		Blue F 525/50-A	hCCR4	CCR4
235793	11		Blue E 576/26-A	hCXCR3	CXCR3
235793	12		Blue C 660/20-A	hICOS	ICOS
235793	13		Blue B 710/50-A	hCCR6	CCR6
235793	14		Blue A 780/60-A	hCCR7	CCR7
235793	15		Violet C 450/50-A	hCD4	CD4
235793	16		Violet B 525/50-A		L/D
235793	17		Violet A 610/20-A	hPTPRC/iso:h6	CD45RA
235793	18		Time		Time
235794	1		FSC-A		FSC-A
235794	2	SSC	SSC-A	SSC	SSC-A
235794	3		Red C 660/20-A		95
235794	4		Red A 780/60-A		19
235794	5		Blue F 525/50-A	hIGHD	IgD
235794	6		Blue E 576/26-A	hCXCR3	CXCR3
235794	7		Blue D 610/20-A		24
235794	8		Blue C 660/20-A		21
235794	9		Blue B 710/50-A		38
235794	10		Blue A 780/60-A	PTPRC/iso:CD45RO	B220
235794	11		Violet C 450/50-A		3
235794	12		Violet B 525/50-A		L/D
235794	13		Violet A 610/20-A		27
235794	14		Time		Time
235795	1		FSC-A		FSC-A
235795	2	SSC	SSC-A	SSC	SSC-A
235795	3		Red C 660/20-A	hMME	CD10
235795	4		Red A 780/60-A	hCD19	CD19
235795	5		Blue F 525/50-A		MTG
235795	6		Blue E 576/26-A	hIGHD	IgD
235795	7		Blue D 610/20-A	hCD24	CD24
235795	8		Blue C 660/20-A	hIGHM	IgM
235795	9		Blue B 710/50-A	hCD38	CD38
235795	10		Blue A 780/60-A	hFCER2	CD23
235795	11		Violet C 450/50-A	hCD3E	CD3
235795	12		Violet B 525/50-A		L/D
235795	13		Violet A 610/20-A	hCD27	CD27
235795	14		Time		Time
235796	1		FSC-A		FSC-A
235796	2		FSC-H		FSC-H
235796	3		FSC-W		FSC-W
235796	4	SSC	SSC-A	SSC	SSC-A
235796	5	SSC	SSC-H	SSC	SSC-H
235796	6	SSC	SSC-W	SSC	SSC-W
235796	7		Red C 660/20-A	hCXCR5	CXCR5
235796	8		Red B 710/50-A	hCD3E	CD3
235796	9		Red A 780/60-A	hIL2RA	CD25
235796	10		Blue F 525/50-A	hCCR4	CCR4
235796	11		Blue E 576/26-A	hCXCR3	CXCR3
235796	12		Blue C 660/20-A	hICOS	ICOS
235796	13		Blue B 710/50-A	hCCR6	CCR6
235796	14		Blue A 780/60-A	hCCR7	CCR7
235796	15		Violet C 450/50-A	hCD4	CD4
235796	16		Violet B 525/50-A		L/D
235796	17		Violet A 610/20-A	hPTPRC/iso:h6	CD45RA
235796	18		Time		Time
235797	1		FSC-A		FSC-A
235797	2		FSC-H		FSC-H
235797	3		FSC-W		FSC-W
235797	4	SSC	SSC-A	SSC	SSC-A
235797	5	SSC	SSC-H	SSC	SSC-H
235797	6	SSC	SSC-W	SSC	SSC-W
235797	7		Red C 660/20-A		95
235797	8		Red A 780/60-A		19
235797	9		Blue F 525/50-A	hIGHD	IgD
235797	10		Blue E 576/26-A	hCXCR3	CXCR3
235797	11		Blue D 610/20-A		24
235797	12		Blue C 660/20-A		21
235797	13		Blue B 710/50-A		38
235797	14		Blue A 780/60-A	PTPRC/iso:CD45RO	B220
235797	15		Violet C 450/50-A		3
235797	16		Violet B 525/50-A		L\D
235797	17		Violet A 610/20-A		27
235797	18		Time		Time
235798	1		FSC-A		FSC-A
235798	2		FSC-H		FSC-H
235798	3		FSC-W		FSC-W
235798	4	SSC	SSC-A	SSC	SSC-A
235798	5	SSC	SSC-H	SSC	SSC-H
235798	6	SSC	SSC-W	SSC	SSC-W
235798	7		Red C 660/20-A		10
235798	8		Red A 780/60-A		19
235798	9		Blue F 525/50-A		MTG
235798	10		Blue E 576/26-A		IGD
235798	11		Blue D 610/20-A		24
235798	12		Blue C 660/20-A		IGM
235798	13		Blue B 710/50-A		38
235798	14		Blue A 780/60-A		23
235798	15		Violet C 450/50-A		3
235798	16		Violet B 525/50-A		L/D
235798	17		Violet A 610/20-A		27
235798	18		Time		Time
235799	1		FSC-A		FSC-A
235799	2	SSC	SSC-A	SSC	SSC-A
235799	3		Blue B 515/20-A		3
235799	4		Blue A 710/50-A		45RA
235799	5		Violet H 450/50-A	hCCR6	CCR6
235799	6		Violet G 550/40-A		L/D
235799	7		Violet D 605/40-A	hPDCD1	PD1
235799	8		Violet C 660/40-A		25
235799	9		Violet A 780/60-A		127
235799	10		Red C 660/20-A	hCCR4	CCR4
235799	11		Red A 780/60-A		4
235799	12		Green E 575/25-A	hCXCR3	CXCR3
235799	13		Green D 610/20-A	hCXCR5	CXCR5
235799	14		Green C 660/40-A	hICOS	ICOS
235799	15		Green A 780/40-A	hCCR7	CCR7
235799	16		Time		Time
235800	1		FSC-A		FSC-A
235800	2		FSC-H		FSC-H
235800	3		FSC-W		FSC-W
235800	4	SSC	SSC-A	SSC	SSC-A
235800	5	SSC	SSC-H	SSC	SSC-H
235800	6	SSC	SSC-W	SSC	SSC-W
235800	7		Red C 660/20-A		95
235800	8		Red A 780/60-A		19
235800	9		Blue F 525/50-A	hIGHD	IgD
235800	10		Blue E 576/26-A	hCXCR3	CXCR3
235800	11		Blue D 610/20-A		24
235800	12		Blue C 660/20-A		21
235800	13		Blue B 710/50-A		38
235800	14		Blue A 780/60-A	PTPRC/iso:CD45RO	B220
235800	15		Violet C 450/50-A		3
235800	16		Violet B 525/50-A		L\D
235800	17		Violet A 610/20-A		27
235800	18		Time		Time
235801	1		FSC-A		FSC-A
235801	2		FSC-H		FSC-H
235801	3		FSC-W		FSC-W
235801	4	SSC	SSC-A	SSC	SSC-A
235801	5	SSC	SSC-H	SSC	SSC-H
235801	6	SSC	SSC-W	SSC	SSC-W
235801	7		Red C 660/20-A		10
235801	8		Red A 780/60-A		19
235801	9		Blue F 525/50-A		MTG
235801	10		Blue E 576/26-A		IGD
235801	11		Blue D 610/20-A		24
235801	12		Blue C 660/20-A		IGM
235801	13		Blue B 710/50-A		38
235801	14		Blue A 780/60-A		23
235801	15		Violet C 450/50-A		3
235801	16		Violet B 525/50-A		L/D
235801	17		Violet A 610/20-A		27
235801	18		Time		Time
235802	1		FSC-A		FSC-A
235802	2	SSC	SSC-A	SSC	SSC-A
235802	3		Blue B 515/20-A		3
235802	4		Blue A 710/50-A		45RA
235802	5		Violet H 450/50-A	hCCR6	CCR6
235802	6		Violet G 550/40-A		L/D
235802	7		Violet D 605/40-A	hPDCD1	PD1
235802	8		Violet C 660/40-A		25
235802	9		Violet A 780/60-A		127
235802	10		Red C 660/20-A	hCCR4	CCR4
235802	11		Red A 780/60-A		4
235802	12		Green E 575/25-A	hCXCR3	CXCR3
235802	13		Green D 610/20-A	hCXCR5	CXCR5
235802	14		Green C 660/40-A	hICOS	ICOS
235802	15		Green A 780/40-A	hCCR7	CCR7
235802	16		Time		Time
235803	1		FSC-A		FSC-A
235803	2		FSC-H		FSC-H
235803	3		FSC-W		FSC-W
235803	4	SSC	SSC-A	SSC	SSC-A
235803	5	SSC	SSC-H	SSC	SSC-H
235803	6	SSC	SSC-W	SSC	SSC-W
235803	7		Red C 660/20-A		95
235803	8		Red A 780/60-A		19
235803	9		Blue F 525/50-A	hIGHD	IgD
235803	10		Blue E 576/26-A	hCXCR3	CXCR3
235803	11		Blue D 610/20-A		24
235803	12		Blue C 660/20-A		21
235803	13		Blue B 710/50-A		38
235803	14		Blue A 780/60-A	PTPRC/iso:CD45RO	B220
235803	15		Violet C 450/50-A		3
235803	16		Violet B 525/50-A		L\D
235803	17		Violet A 610/20-A		27
235803	18		Time		Time
235804	1		FSC-A		FSC-A
235804	2		FSC-H		FSC-H
235804	3		FSC-W		FSC-W
235804	4	SSC	SSC-A	SSC	SSC-A
235804	5	SSC	SSC-H	SSC	SSC-H
235804	6	SSC	SSC-W	SSC	SSC-W
235804	7		Red C 660/20-A		10
235804	8		Red A 780/60-A		19
235804	9		Blue F 525/50-A		MTG
235804	10		Blue E 576/26-A		IGD
235804	11		Blue D 610/20-A		24
235804	12		Blue C 660/20-A		IGM
235804	13		Blue B 710/50-A		38
235804	14		Blue A 780/60-A		23
235804	15		Violet C 450/50-A		3
235804	16		Violet B 525/50-A		L/D
235804	17		Violet A 610/20-A		27
235804	18		Time		Time
235805	1		FSC-A		FSC-A
235805	2	SSC	SSC-A	SSC	SSC-A
235805	3		Blue B 515/20-A		3
235805	4		Blue A 710/50-A		45RA
235805	5		Violet H 450/50-A	hCCR6	CCR6
235805	6		Violet G 550/40-A		L/D
235805	7		Violet D 605/40-A	hPDCD1	PD1
235805	8		Violet C 660/40-A		25
235805	9		Violet A 780/60-A		127
235805	10		Red C 660/20-A	hCCR4	CCR4
235805	11		Red A 780/60-A		4
235805	12		Green E 575/25-A	hCXCR3	CXCR3
235805	13		Green D 610/20-A	hCXCR5	CXCR5
235805	14		Green C 660/40-A	hICOS	ICOS
235805	15		Green A 780/40-A	hCCR7	CCR7
235805	16		Time		Time
235806	1		FSC-A		FSC-A
235806	2		FSC-H		FSC-H
235806	3		FSC-W		FSC-W
235806	4	SSC	SSC-A	SSC	SSC-A
235806	5	SSC	SSC-H	SSC	SSC-H
235806	6	SSC	SSC-W	SSC	SSC-W
235806	7		Red C 660/20-A		95
235806	8		Red A 780/60-A		19
235806	9		Blue F 525/50-A	hIGHD	IgD
235806	10		Blue E 576/26-A	hCXCR3	CXCR3
235806	11		Blue D 610/20-A		24
235806	12		Blue C 660/20-A		21
235806	13		Blue B 710/50-A		38
235806	14		Blue A 780/60-A	PTPRC/iso:CD45RO	B220
235806	15		Violet C 450/50-A		3
235806	16		Violet B 525/50-A		L\D
235806	17		Violet A 610/20-A		27
235806	18		Time		Time
235807	1		FSC-A		FSC-A
235807	2		FSC-H		FSC-H
235807	3		FSC-W		FSC-W
235807	4	SSC	SSC-A	SSC	SSC-A
235807	5	SSC	SSC-H	SSC	SSC-H
235807	6	SSC	SSC-W	SSC	SSC-W
235807	7		Red C 660/20-A		10
235807	8		Red A 780/60-A		19
235807	9		Blue F 525/50-A		MTG
235807	10		Blue E 576/26-A		IGD
235807	11		Blue D 610/20-A		24
235807	12		Blue C 660/20-A		IGM
235807	13		Blue B 710/50-A		38
235807	14		Blue A 780/60-A		23
235807	15		Violet C 450/50-A		3
235807	16		Violet B 525/50-A		L/D
235807	17		Violet A 610/20-A		27
235807	18		Time		Time
235808	1		FSC-A		FSC-A
235808	2	SSC	SSC-A	SSC	SSC-A
235808	3		Blue B 515/20-A		3
235808	4		Blue A 710/50-A		45RA
235808	5		Violet H 450/50-A	hCCR6	CCR6
235808	6		Violet G 550/40-A		L/D
235808	7		Violet D 605/40-A	hPDCD1	PD1
235808	8		Violet C 660/40-A		25
235808	9		Violet A 780/60-A		127
235808	10		Red C 660/20-A	hCCR4	CCR4
235808	11		Red A 780/60-A		4
235808	12		Green E 575/25-A	hCXCR3	CXCR3
235808	13		Green D 610/20-A	hCXCR5	CXCR5
235808	14		Green C 660/40-A	hICOS	ICOS
235808	15		Green A 780/40-A	hCCR7	CCR7
235808	16		Time		Time
235809	1		FSC-A		FSC-A
235809	2		FSC-H		FSC-H
235809	3		FSC-W		FSC-W
235809	4	SSC	SSC-A	SSC	SSC-A
235809	5	SSC	SSC-H	SSC	SSC-H
235809	6	SSC	SSC-W	SSC	SSC-W
235809	7		Red C 660/20-A		95
235809	8		Red A 780/60-A		19
235809	9		Blue F 525/50-A	hIGHD	IgD
235809	10		Blue E 576/26-A	hCXCR3	CXCR3
235809	11		Blue D 610/20-A		24
235809	12		Blue C 660/20-A		21
235809	13		Blue B 710/50-A		38
235809	14		Blue A 780/60-A	PTPRC/iso:CD45RO	B220
235809	15		Violet C 450/50-A		3
235809	16		Violet B 525/50-A		L\D
235809	17		Violet A 610/20-A		27
235809	18		Time		Time
235810	1		FSC-A		FSC-A
235810	2		FSC-H		FSC-H
235810	3		FSC-W		FSC-W
235810	4	SSC	SSC-A	SSC	SSC-A
235810	5	SSC	SSC-H	SSC	SSC-H
235810	6	SSC	SSC-W	SSC	SSC-W
235810	7		Red C 660/20-A		10
235810	8		Red A 780/60-A		19
235810	9		Blue F 525/50-A		MTG
235810	10		Blue E 576/26-A		IGD
235810	11		Blue D 610/20-A		24
235810	12		Blue C 660/20-A		IGM
235810	13		Blue B 710/50-A		38
235810	14		Blue A 780/60-A		23
235810	15		Violet C 450/50-A		3
235810	16		Violet B 525/50-A		L/D
235810	17		Violet A 610/20-A		27
235810	18		Time		Time
235811	1		FSC-A		FSC-A
235811	2	SSC	SSC-A	SSC	SSC-A
235811	3		Blue B 515/20-A		3
235811	4		Blue A 710/50-A		45RA
235811	5		Violet H 450/50-A	hCCR6	CCR6
235811	6		Violet G 550/40-A		L/D
235811	7		Violet D 605/40-A	hPDCD1	PD1
235811	8		Violet C 660/40-A		25
235811	9		Violet A 780/60-A		127
235811	10		Red C 660/20-A	hCCR4	CCR4
235811	11		Red A 780/60-A		4
235811	12		Green E 575/25-A	hCXCR3	CXCR3
235811	13		Green D 610/20-A	hCXCR5	CXCR5
235811	14		Green C 660/40-A	hICOS	ICOS
235811	15		Green A 780/40-A	hCCR7	CCR7
235811	16		Time		Time
235812	1		FSC-A		FSC-A
235812	2		FSC-H		FSC-H
235812	3		FSC-W		FSC-W
235812	4	SSC	SSC-A	SSC	SSC-A
235812	5	SSC	SSC-H	SSC	SSC-H
235812	6	SSC	SSC-W	SSC	SSC-W
235812	7		Blue F 525/50-A	hIGHD	IgD
235812	8		Blue E 576/26-A	hCXCR3	CXCR3
235812	9		Blue D 610/20-A	hCD24	CD24
235812	10		Blue C 660/20-A	hCR2	CD21
235812	11		Blue B 710/50-A	hCD38	CD38
235812	12		Blue A 780/60-A	PTPRC/iso:CD45RO	B220
235812	13		Violet C 450/50-A	hCD3E	CD3
235812	14		Violet B 525/50-A		L\D
235812	15		Violet A 610/20-A	hCD27	CD27
235812	16		Red C 660/20-A	hFAS	CD95
235812	17		Red A 780/60-A	hCD19	CD19
235812	18		Time		Time
235813	1		FSC-A		FSC-A
235813	2		FSC-H		FSC-H
235813	3		FSC-W		FSC-W
235813	4	SSC	SSC-A	SSC	SSC-A
235813	5	SSC	SSC-H	SSC	SSC-H
235813	6	SSC	SSC-W	SSC	SSC-W
235813	7		Blue F 525/50-A		MTG
235813	8		Blue E 576/26-A	hCXCR3	CXCR3
235813	9		Blue D 610/20-A		24
235813	10		Blue C 660/20-A		IGM
235813	11		Blue B 710/50-A		38
235813	12		Blue A 780/60-A		23
235813	13		Violet C 450/50-A		3
235813	14		Violet B 525/50-A		L/D
235813	15		Violet A 610/20-A		27
235813	16		Red C 660/20-A		10
235813	17		Red A 780/60-A		19
235813	18		Time		Time
235814	1		FSC-A		FSC-A
235814	2	SSC	SSC-A	SSC	SSC-A
235814	3		Blue B 515/20-A		3
235814	4		Blue A 710/50-A		45RA
235814	5		Violet H 450/50-A	hCCR6	CCR6
235814	6		Violet G 550/40-A		L/D
235814	7		Violet D 605/40-A	hPDCD1	PD1
235814	8		Violet C 660/40-A		25
235814	9		Violet A 780/60-A		127
235814	10		Red C 660/20-A	hCCR4	CCR4
235814	11		Red A 780/60-A		4
235814	12		Green E 575/25-A	hCXCR3	CXCR3
235814	13		Green D 610/20-A	hCXCR5	CXCR5
235814	14		Green C 660/40-A	hICOS	ICOS
235814	15		Green A 780/40-A	hCCR7	CCR7
235814	16		Time		Time
235815	1		FSC-A		FSC-A
235815	2		FSC-H		FSC-H
235815	3		FSC-W		FSC-W
235815	4	SSC	SSC-A	SSC	SSC-A
235815	5	SSC	SSC-H	SSC	SSC-H
235815	6	SSC	SSC-W	SSC	SSC-W
235815	7		Blue F 525/50-A	hIGHD	IgD
235815	8		Blue E 576/26-A	hCXCR3	CXCR3
235815	9		Blue D 610/20-A	hCD24	CD24
235815	10		Blue C 660/20-A	hCR2	CD21
235815	11		Blue B 710/50-A	hCD38	CD38
235815	12		Blue A 780/60-A	PTPRC/iso:CD45RO	B220
235815	13		Violet C 450/50-A	hCD3E	CD3
235815	14		Violet B 525/50-A		L\D
235815	15		Violet A 610/20-A	hCD27	CD27
235815	16		Red C 660/20-A	hFAS	CD95
235815	17		Red A 780/60-A	hCD19	CD19
235815	18		Time		Time
235816	1		FSC-A		FSC-A
235816	2		FSC-H		FSC-H
235816	3		FSC-W		FSC-W
235816	4	SSC	SSC-A	SSC	SSC-A
235816	5	SSC	SSC-H	SSC	SSC-H
235816	6	SSC	SSC-W	SSC	SSC-W
235816	7		Blue F 525/50-A		MTG
235816	8		Blue E 576/26-A	hCXCR3	CXCR3
235816	9		Blue D 610/20-A		24
235816	10		Blue C 660/20-A		IGM
235816	11		Blue B 710/50-A		38
235816	12		Blue A 780/60-A		23
235816	13		Violet C 450/50-A		3
235816	14		Violet B 525/50-A		L/D
235816	15		Violet A 610/20-A		27
235816	16		Red C 660/20-A		10
235816	17		Red A 780/60-A		19
235816	18		Time		Time
235817	1		FSC-A		FSC-A
235817	2	SSC	SSC-A	SSC	SSC-A
235817	3		Blue B 515/20-A		3
235817	4		Blue A 710/50-A		45RA
235817	5		Violet H 450/50-A	hCCR6	CCR6
235817	6		Violet G 550/40-A		L/D
235817	7		Violet D 605/40-A	hPDCD1	PD1
235817	8		Violet C 660/40-A		25
235817	9		Violet A 780/60-A		127
235817	10		Red C 660/20-A	hCCR4	CCR4
235817	11		Red A 780/60-A		4
235817	12		Green E 575/25-A	hCXCR3	CXCR3
235817	13		Green D 610/20-A	hCXCR5	CXCR5
235817	14		Green C 660/40-A	hICOS	ICOS
235817	15		Green A 780/40-A	hCCR7	CCR7
235817	16		Time		Time
235818	1		FSC-A		FSC-A
235818	2		FSC-H		FSC-H
235818	3		FSC-W		FSC-W
235818	4	SSC	SSC-A	SSC	SSC-A
