FILE_INFO_ID	DETAIL	FILESIZE_BYTES	NAME	ORIGINAL_FILE_NAME	WORKSPACE_ID
614175	Flow cytometry compensation or control	6446718	T-helper_FMO ICOS.614175.fcs	T-helper_FMO ICOS.fcs	5300
614176	Flow cytometry compensation or control	14298750	T-helper_IC.614176.fcs	T-helper_IC.fcs	5300
614177	Flow cytometry result	42328216	Specimen_001_101034 WK 12.614177.fcs	Specimen_001_101034 WK 12.fcs	5300
614178	Flow cytometry result	72509729	Transitional_101034 Wk 12.614178.fcs	Transitional_101034 Wk 12.fcs	5300
614179	Flow cytometry result	22494432	T-helper_101034 week 12.614179.fcs	T-helper_101034 week 12.fcs	5300
614180	Flow cytometry result	60412576	Specimen_001_101034 WK 24.614180.fcs	Specimen_001_101034 WK 24.fcs	5300
614181	Flow cytometry result	34415556	Transitional_101034 Wk 24.614181.fcs	Transitional_101034 Wk 24.fcs	5300
614182	Flow cytometry result	11390086	T-helper_101034 week 24.614182.fcs	T-helper_101034 week 24.fcs	5300
614183	Flow cytometry result	48814067	20110115_101040 day 0.614183.fcs	20110115_101040 day 0.fcs	5300
614184	Flow cytometry compensation or control	51244628	20110115_24888-1149 IC.614184.fcs	20110115_24888-1149 IC.fcs	5300
614185	Flow cytometry result	17900431	Transitional_101040 Day 0.614185.fcs	Transitional_101040 Day 0.fcs	5300
614186	Flow cytometry result	16573239	T-helper_101040 day0.614186.fcs	T-helper_101040 day0.fcs	5300
614187	Flow cytometry result	67416424	20110115_101040 wk 12.614187.fcs	20110115_101040 wk 12.fcs	5300
614188	Flow cytometry result	25582236	Transitional_101040 Wk 12.614188.fcs	Transitional_101040 Wk 12.fcs	5300
614189	Flow cytometry result	25683330	T-helper_101040 wk12.614189.fcs	T-helper_101040 wk12.fcs	5300
614190	Flow cytometry result	50679311	20110115_101040 wk 24.614190.fcs	20110115_101040 wk 24.fcs	5300
614191	Flow cytometry result	26895321	Transitional_101040 Wk 24.614191.fcs	Transitional_101040 Wk 24.fcs	5300
614192	Flow cytometry result	39740040	T-helper_101040 wk24.614192.fcs	T-helper_101040 wk24.fcs	5300
614193	Flow cytometry result	26520536	20120110_101057 DAY 0.614193.fcs	20120110_101057 DAY 0.fcs	5300
614194	Flow cytometry result	18968638	Transitional_101057 Day 0.614194.fcs	Transitional_101057 Day 0.fcs	5300
614195	Flow cytometry result	15339235	T-helper_101057 Day 0.614195.fcs	T-helper_101057 Day 0.fcs	5300
614196	Flow cytometry result	36725638	20120110_101057 WK 12.614196.fcs	20120110_101057 WK 12.fcs	5300
614197	Flow cytometry result	56117292	Transitional_101057 Wk 12.614197.fcs	Transitional_101057 Wk 12.fcs	5300
614198	Flow cytometry result	22024133	T-helper_101057 Wk 12.614198.fcs	T-helper_101057 Wk 12.fcs	5300
614199	Flow cytometry result	42178189	20120110_101057 WK 24.614199.fcs	20120110_101057 WK 24.fcs	5300
614200	Flow cytometry result	72009029	Transitional_101057 Wk 24.614200.fcs	Transitional_101057 Wk 24.fcs	5300
614201	Flow cytometry result	49730024	T-helper_101057 Wk 24.614201.fcs	T-helper_101057 Wk 24.fcs	5300
614202	Flow cytometry result	105669218	ARA06_B-MEM_101079 DAY 0.614202.fcs	ARA06_B-MEM_101079 DAY 0.fcs	5300
614203	Flow cytometry compensation or control	74916536	ARA06_B-MEM_22559-182 IC.614203.fcs	ARA06_B-MEM_22559-182 IC.fcs	5300
614204	Flow cytometry result	41064957	TRAN_101079 DAY 0.614204.fcs	TRAN_101079 DAY 0.fcs	5300
614205	Flow cytometry result	59043915	TCOMBO_101079 DAY 0.614205.fcs	TCOMBO_101079 DAY 0.fcs	5300
614206	Flow cytometry result	14389307	KI67_101079 DAY 0.614206.fcs	KI67_101079 DAY 0.fcs	5300
614207	Flow cytometry compensation or control	172720	Compensation Controls_Violet B 705,2f,70 Stained Control.614207.fcs	Compensation Controls_Violet B 705,2f,70 Stained Control.fcs	5300
614208	Flow cytometry compensation or control	18156090	KI67_22559-182 IC.614208.fcs	KI67_22559-182 IC.fcs	5300
614209	Flow cytometry result	131495903	ARA06_B-MEM_101079 WK12.614209.fcs	ARA06_B-MEM_101079 WK12.fcs	5300
614210	Flow cytometry result	78859792	TRAN_101079 WK 12.614210.fcs	TRAN_101079 WK 12.fcs	5300
614211	Flow cytometry result	68044362	TCOMBO_101079 WK 12.614211.fcs	TCOMBO_101079 WK 12.fcs	5300
614212	Flow cytometry result	19244235	KI67_101079 WK 12.614212.fcs	KI67_101079 WK 12.fcs	5300
614213	Flow cytometry result	106925040	ARA06_B-MEM_101079 WK24.614213.fcs	ARA06_B-MEM_101079 WK24.fcs	5300
614214	Flow cytometry result	62374801	TRAN_101079 WK 24.614214.fcs	TRAN_101079 WK 24.fcs	5300
614215	Flow cytometry result	48974157	TCOMBO_101079 WK 24.614215.fcs	TCOMBO_101079 WK 24.fcs	5300
614216	Flow cytometry result	15031431	KI67_101079 WK 24.614216.fcs	KI67_101079 WK 24.fcs	5300
614217	Flow cytometry result	27200151	Specimen_001_101085 DAY 0.614217.fcs	Specimen_001_101085 DAY 0.fcs	5300
614218	Flow cytometry result	28080053	Transitional_101085 Day 0.614218.fcs	Transitional_101085 Day 0.fcs	5300
614219	Flow cytometry result	18279833	T-helper_101085 day0.614219.fcs	T-helper_101085 day0.fcs	5300
614220	Flow cytometry result	17712291	Specimen_001_101085 WK 12.614220.fcs	Specimen_001_101085 WK 12.fcs	5300
614221	Flow cytometry result	27505664	Transitional_101085 Wk 12.614221.fcs	Transitional_101085 Wk 12.fcs	5300
614222	Flow cytometry result	10395767	T-helper_101085 week12.614222.fcs	T-helper_101085 week12.fcs	5300
614223	Flow cytometry result	47731147	Specimen_001_101085 WK 24.614223.fcs	Specimen_001_101085 WK 24.fcs	5300
614224	Flow cytometry result	31185253	Transitional_101085 Wk 24.614224.fcs	Transitional_101085 Wk 24.fcs	5300
614225	Flow cytometry result	18996742	T-helper_101085 week 24.614225.fcs	T-helper_101085 week 24.fcs	5300
614226	Flow cytometry result	46204972	20110115_101096 day0.614226.fcs	20110115_101096 day0.fcs	5300
614227	Flow cytometry result	4342839	Transitional_101096 Day 0.614227.fcs	Transitional_101096 Day 0.fcs	5300
614228	Flow cytometry result	12939042	T-helper_101096 day0.614228.fcs	T-helper_101096 day0.fcs	5300
614229	Flow cytometry result	57640060	20110115_101096 wk 12.614229.fcs	20110115_101096 wk 12.fcs	5300
614230	Flow cytometry result	9938691	Transitional_101096 Wk 12.614230.fcs	Transitional_101096 Wk 12.fcs	5300
614231	Flow cytometry result	14531532	T-helper_101096 wk12.614231.fcs	T-helper_101096 wk12.fcs	5300
614232	Flow cytometry result	63660389	20110115_101096 wk 24.614232.fcs	20110115_101096 wk 24.fcs	5300
614233	Flow cytometry result	9044540	Transitional_101096 Wk 24.614233.fcs	Transitional_101096 Wk 24.fcs	5300
614234	Flow cytometry result	17035699	T-helper_101096 wk24.614234.fcs	T-helper_101096 wk24.fcs	5300
614235	Flow cytometry result	80815068	ARA06_B MEM_101100 DAY 0.614235.fcs	ARA06_B MEM_101100 DAY 0.fcs	5300
614236	Flow cytometry compensation or control	52985652	ARA06_B MEM_B220 FMO.614236.fcs	ARA06_B MEM_B220 FMO.fcs	5300
614237	Flow cytometry compensation or control	80118717	ARA06_B MEM_22559-182 IC.614237.fcs	ARA06_B MEM_22559-182 IC.fcs	5300
614238	Flow cytometry result	49213604	TRAN_101100 DAY 0.614238.fcs	TRAN_101100 DAY 0.fcs	5300
614239	Flow cytometry result	40603389	T COMBO_101100 DAY 0.614239.fcs	T COMBO_101100 DAY 0.fcs	5300
614240	Flow cytometry compensation or control	37632727	T COMBO_22559-182.614240.fcs	T COMBO_22559-182.fcs	5300
614241	Flow cytometry result	14220027	KI67_101100 DAY 0.614241.fcs	KI67_101100 DAY 0.fcs	5300
614242	Flow cytometry result	75929289	ARA06_B MEM_101100 WK12.614242.fcs	ARA06_B MEM_101100 WK12.fcs	5300
614243	Flow cytometry result	65121196	TRAN_101100 WK 12.614243.fcs	TRAN_101100 WK 12.fcs	5300
614244	Flow cytometry result	51900608	T COMBO_101100 WK 12.614244.fcs	T COMBO_101100 WK 12.fcs	5300
614245	Flow cytometry result	25385964	KI67_101100 WK 12.614245.fcs	KI67_101100 WK 12.fcs	5300
614246	Flow cytometry result	111239459	ARA06_B MEM_101100 WK24.614246.fcs	ARA06_B MEM_101100 WK24.fcs	5300
614247	Flow cytometry result	67463319	TRAN_101100 WK 24.614247.fcs	TRAN_101100 WK 24.fcs	5300
614248	Flow cytometry result	45909499	T COMBO_101100 WK 24.614248.fcs	T COMBO_101100 WK 24.fcs	5300
614249	Flow cytometry result	30405859	KI67_101100 WK 24.614249.fcs	KI67_101100 WK 24.fcs	5300
614250	Flow cytometry result	39861537	20120103_101122 day 0.614250.fcs	20120103_101122 day 0.fcs	5300
614251	Flow cytometry compensation or control	27546004	20120103_24888-1147 IC.614251.fcs	20120103_24888-1147 IC.fcs	5300
614252	Flow cytometry result	43393413	Transitional_101122 Day 0.614252.fcs	Transitional_101122 Day 0.fcs	5300
614253	Flow cytometry compensation or control	27806807	Transitional_24888 1147 IC.614253.fcs	Transitional_24888 1147 IC.fcs	5300
614254	Flow cytometry result	25960379	T-helper_101122 Day 0.614254.fcs	T-helper_101122 Day 0.fcs	5300
614255	Flow cytometry compensation or control	18027518	T-helper_24888 1147 IC.614255.fcs	T-helper_24888 1147 IC.fcs	5300
614256	Flow cytometry compensation or control	3823351	T-helper_CXCR5 FMO.614256.fcs	T-helper_CXCR5 FMO.fcs	5300
614257	Flow cytometry compensation or control	2364053	T-helper_ICOS FMO.614257.fcs	T-helper_ICOS FMO.fcs	5300
614258	Flow cytometry result	91416033	20120103_101122 wk 12.614258.fcs	20120103_101122 wk 12.fcs	5300
614259	Flow cytometry result	71732661	Transitional_101122 Wk 12.614259.fcs	Transitional_101122 Wk 12.fcs	5300
614260	Flow cytometry result	47526973	T-helper_101122 Wk 12.614260.fcs	T-helper_101122 Wk 12.fcs	5300
614261	Flow cytometry result	98240137	20120103_101122 wk 24.614261.fcs	20120103_101122 wk 24.fcs	5300
614262	Flow cytometry result	77900778	Transitional_101122 Wk 24.614262.fcs	Transitional_101122 Wk 24.fcs	5300
614263	Flow cytometry result	21923197	T-helper_101122 Wk 24.614263.fcs	T-helper_101122 Wk 24.fcs	5300
614264	Flow cytometry result	49223889	Specimen_001_101133 DAY 0.614264.fcs	Specimen_001_101133 DAY 0.fcs	5300
614265	Flow cytometry compensation or control	24507225	Specimen_001_24888-1147 IC.614265.fcs	Specimen_001_24888-1147 IC.fcs	5300
614266	Flow cytometry result	84111267	Transitional_101133 Day 0.614266.fcs	Transitional_101133 Day 0.fcs	5300
614267	Flow cytometry compensation or control	30459883	Transitional_24888 1146 IC.614267.fcs	Transitional_24888 1146 IC.fcs	5300
614268	Flow cytometry result	60030042	T helper_101133 Day 0.614268.fcs	T helper_101133 Day 0.fcs	5300
614269	Flow cytometry compensation or control	19948492	T helper_24888 1146 IC.614269.fcs	T helper_24888 1146 IC.fcs	5300
614270	Flow cytometry result	54608185	Specimen_001_101133 WK12.614270.fcs	Specimen_001_101133 WK12.fcs	5300
614271	Flow cytometry result	98714887	Transitional_101133 Wk 12.614271.fcs	Transitional_101133 Wk 12.fcs	5300
614272	Flow cytometry result	48780150	T helper_101133 Wk 12.614272.fcs	T helper_101133 Wk 12.fcs	5300
614273	Flow cytometry result	45725570	Specimen_001_101133 WK 24.614273.fcs	Specimen_001_101133 WK 24.fcs	5300
614274	Flow cytometry result	76974958	Transitional_101133 Wk 24.614274.fcs	Transitional_101133 Wk 24.fcs	5300
614275	Flow cytometry result	18471172	T helper_101133 Wk 24.614275.fcs	T helper_101133 Wk 24.fcs	5300
614276	Flow cytometry result	40806891	Specimen_001_101144 day 0.614276.fcs	Specimen_001_101144 day 0.fcs	5300
614277	Flow cytometry result	84088673	Transitional_101144 Day 0.614277.fcs	Transitional_101144 Day 0.fcs	5300
614278	Flow cytometry result	42202929	T helper_101144 Day 0.614278.fcs	T helper_101144 Day 0.fcs	5300
614279	Flow cytometry compensation or control	5467900	T helper_CCR6 FMO.614279.fcs	T helper_CCR6 FMO.fcs	5300
614280	Flow cytometry compensation or control	5636511	T helper_CCR7 FMO.614280.fcs	T helper_CCR7 FMO.fcs	5300
614281	Flow cytometry compensation or control	4633280	T helper_CXCR5 FMO.614281.fcs	T helper_CXCR5 FMO.fcs	5300
614282	Flow cytometry compensation or control	4427498	T helper_ICOS FMO.614282.fcs	T helper_ICOS FMO.fcs	5300
614283	Flow cytometry result	45951224	Specimen_001_101144 wk 12.614283.fcs	Specimen_001_101144 wk 12.fcs	5300
614284	Flow cytometry result	56234388	Transitional_101144 Wk 12.614284.fcs	Transitional_101144 Wk 12.fcs	5300
614285	Flow cytometry result	59650980	T helper_101144 Wk 12.614285.fcs	T helper_101144 Wk 12.fcs	5300
614286	Flow cytometry result	52421964	Specimen_001_101144 wk 24.614286.fcs	Specimen_001_101144 wk 24.fcs	5300
614287	Flow cytometry result	42863546	Transitional_101144 Wk 24.614287.fcs	Transitional_101144 Wk 24.fcs	5300
614288	Flow cytometry result	72386771	T helper_101144 Wk 24.614288.fcs	T helper_101144 Wk 24.fcs	5300
614289	Flow cytometry result	42519793	Specimen_001_101158 DAY0.614289.fcs	Specimen_001_101158 DAY0.fcs	5300
614290	Flow cytometry result	62029601	Transitional_101158 Day 0.614290.fcs	Transitional_101158 Day 0.fcs	5300
614291	Flow cytometry result	48547161	T-helper_101158 Day 0.614291.fcs	T-helper_101158 Day 0.fcs	5300
614292	Flow cytometry result	62479829	Specimen_001_101158 WK 12.614292.fcs	Specimen_001_101158 WK 12.fcs	5300
614293	Flow cytometry result	56531637	Transitional_101158 Wk 12.614293.fcs	Transitional_101158 Wk 12.fcs	5300
614294	Flow cytometry compensation or control	1198188	Controls_Cells only.614294.fcs	Controls_Cells only.fcs	5300
614295	Flow cytometry compensation or control	563065	Controls_Peak 6.614295.fcs	Controls_Peak 6.fcs	5300
614296	Flow cytometry result	46049559	T-helper_101158 Wk 12.614296.fcs	T-helper_101158 Wk 12.fcs	5300
614297	Flow cytometry result	52864281	Specimen_001_101158 WK 24.614297.fcs	Specimen_001_101158 WK 24.fcs	5300
614298	Flow cytometry result	85415374	Transitional_101158 Wk 24.614298.fcs	Transitional_101158 Wk 24.fcs	5300
614299	Flow cytometry result	46558888	T-helper_101158 Wk 24.614299.fcs	T-helper_101158 Wk 24.fcs	5300
614300	Flow cytometry result	29132918	Specimen_001_101169 day 0.614300.fcs	Specimen_001_101169 day 0.fcs	5300
614301	Flow cytometry result	73057105	Transitional_101169 Day 0.614301.fcs	Transitional_101169 Day 0.fcs	5300
614302	Flow cytometry result	21254520	T-helper_101169 Day 0.614302.fcs	T-helper_101169 Day 0.fcs	5300
614303	Flow cytometry compensation or control	723573	Controls_Cells Only Uncomp.614303.fcs	Controls_Cells Only Uncomp.fcs	5300
614304	Flow cytometry result	87074038	Specimen_001_101169 wk 12.614304.fcs	Specimen_001_101169 wk 12.fcs	5300
614305	Flow cytometry result	47978786	Transitional_101169 Wk 12.614305.fcs	Transitional_101169 Wk 12.fcs	5300
614306	Flow cytometry result	25898088	T-helper_101169 Wk 12.614306.fcs	T-helper_101169 Wk 12.fcs	5300
614307	Flow cytometry result	57883872	Specimen_001_101169 wk 24.614307.fcs	Specimen_001_101169 wk 24.fcs	5300
614308	Flow cytometry result	84130196	Transitional_101169 Wk 24.614308.fcs	Transitional_101169 Wk 24.fcs	5300
614309	Flow cytometry result	18910058	T-helper_101169 Wk24.614309.fcs	T-helper_101169 Wk24.fcs	5300
614310	Flow cytometry result	111895201	ARA06_B-MEM_101175 DAY 0.614310.fcs	ARA06_B-MEM_101175 DAY 0.fcs	5300
614311	Flow cytometry result	50898152	TRAN_101175 DAY 0.614311.fcs	TRAN_101175 DAY 0.fcs	5300
614312	Flow cytometry result	36846159	TCOMBO_101175 DAY 0.614312.fcs	TCOMBO_101175 DAY 0.fcs	5300
614313	Flow cytometry result	16394015	KI67_101175 DAY 0.614313.fcs	KI67_101175 DAY 0.fcs	5300
614314	Flow cytometry result	109054871	ARA06_B-MEM_101175 WK12.614314.fcs	ARA06_B-MEM_101175 WK12.fcs	5300
614315	Flow cytometry result	66784226	TRAN_101175 WK 12.614315.fcs	TRAN_101175 WK 12.fcs	5300
614316	Flow cytometry result	47644299	TCOMBO_101175 WK 12.614316.fcs	TCOMBO_101175 WK 12.fcs	5300
614317	Flow cytometry result	18478283	KI67_101175 WK 12.614317.fcs	KI67_101175 WK 12.fcs	5300
614318	Flow cytometry result	135252361	ARA06_B-MEM_101175 WK24.614318.fcs	ARA06_B-MEM_101175 WK24.fcs	5300
614319	Flow cytometry result	50448724	TRAN_101175 WK 24.614319.fcs	TRAN_101175 WK 24.fcs	5300
614320	Flow cytometry result	61644722	TCOMBO_101175 WK 24.614320.fcs	TCOMBO_101175 WK 24.fcs	5300
614321	Flow cytometry result	18159227	KI67_101175 WK 24.614321.fcs	KI67_101175 WK 24.fcs	5300
614322	Flow cytometry result	89246245	ARA06_B MEM_101186 DAY 0.614322.fcs	ARA06_B MEM_101186 DAY 0.fcs	5300
614323	Flow cytometry compensation or control	129011588	ARA06_B MEM_33286-105 IC.614323.fcs	ARA06_B MEM_33286-105 IC.fcs	5300
614324	Flow cytometry result	61973197	TRAN_101186 DAY 0.614324.fcs	TRAN_101186 DAY 0.fcs	5300
614325	Flow cytometry compensation or control	79740234	TRAN_33286-105IC.614325.fcs	TRAN_33286-105IC.fcs	5300
614326	Flow cytometry result	41743824	TCOMBO_101186 DAY 0.614326.fcs	TCOMBO_101186 DAY 0.fcs	5300
614327	Flow cytometry compensation or control	53965870	TCOMBO_33286-105.614327.fcs	TCOMBO_33286-105.fcs	5300
614328	Flow cytometry result	57899431	KI67_101186 DAY 0.614328.fcs	KI67_101186 DAY 0.fcs	5300
614329	Flow cytometry compensation or control	65325533	KI67_33286-105IC.614329.fcs	KI67_33286-105IC.fcs	5300
614330	Flow cytometry result	51121089	ARA06_B MEM_101186 WK12.614330.fcs	ARA06_B MEM_101186 WK12.fcs	5300
614331	Flow cytometry result	21520201	TRAN_101186 WK 12.614331.fcs	TRAN_101186 WK 12.fcs	5300
614332	Flow cytometry result	32736591	TCOMBO_101186 WK 12.614332.fcs	TCOMBO_101186 WK 12.fcs	5300
614333	Flow cytometry result	35850096	KI67_101186 WK 12.614333.fcs	KI67_101186 WK 12.fcs	5300
614334	Flow cytometry result	154233379	ARA06_B MEM_101186 WK20 (WITHDRAW).614334.fcs	ARA06_B MEM_101186 WK20 (WITHDRAW).fcs	5300
614335	Flow cytometry result	70495548	TRAN_101186 WK 20.614335.fcs	TRAN_101186 WK 20.fcs	5300
614336	Flow cytometry result	62748690	TCOMBO_101186 WK 20.614336.fcs	TCOMBO_101186 WK 20.fcs	5300
614337	Flow cytometry result	65734255	KI67_101186WK 20.614337.fcs	KI67_101186WK 20.fcs	5300
614338	Flow cytometry result	74693520	ARA06_B-MEM_101197 DAY 0.614338.fcs	ARA06_B-MEM_101197 DAY 0.fcs	5300
614339	Flow cytometry result	31176781	TCOMBO_101197 DAY 0.614339.fcs	TCOMBO_101197 DAY 0.fcs	5300
614340	Flow cytometry result	163967184	ARA06_B-MEM_101197 WK12.614340.fcs	ARA06_B-MEM_101197 WK12.fcs	5300
614341	Flow cytometry result	107826385	TRAN_101197 WK 12.614341.fcs	TRAN_101197 WK 12.fcs	5300
614342	Flow cytometry result	61763527	TCOMBO_101197 WK 12.614342.fcs	TCOMBO_101197 WK 12.fcs	5300
614343	Flow cytometry result	20186851	KI67_101197 WK 12.614343.fcs	KI67_101197 WK 12.fcs	5300
614344	Flow cytometry result	101164319	ARA06_B-MEM_101197 WK24.614344.fcs	ARA06_B-MEM_101197 WK24.fcs	5300
614345	Flow cytometry result	50359078	TRAN_101197 WK 24.614345.fcs	TRAN_101197 WK 24.fcs	5300
614346	Flow cytometry result	50512073	TCOMBO_101197 WK 24.614346.fcs	TCOMBO_101197 WK 24.fcs	5300
614347	Flow cytometry result	18453531	KI67_101197 WK 24.614347.fcs	KI67_101197 WK 24.fcs	5300
614348	Flow cytometry result	87149444	ARA06_B MEM_101204 DAY 0.614348.fcs	ARA06_B MEM_101204 DAY 0.fcs	5300
614349	Flow cytometry result	42119587	TRAN_101204 DAY 0.614349.fcs	TRAN_101204 DAY 0.fcs	5300
614350	Flow cytometry compensation or control	67172006	TRAN_TONSIL NEW 27.614350.fcs	TRAN_TONSIL NEW 27.fcs	5300
614351	Flow cytometry compensation or control	34864601	TRAN_TONSIL OLD 27.614351.fcs	TRAN_TONSIL OLD 27.fcs	5300
614352	Flow cytometry result	33991167	TCOMBO_101204 DAY 0.614352.fcs	TCOMBO_101204 DAY 0.fcs	5300
614353	Flow cytometry compensation or control	50429424	TCOMBO_22559-182 IC + FMO PD1.614353.fcs	TCOMBO_22559-182 IC + FMO PD1.fcs	5300
614354	Flow cytometry result	33709956	KI67_101204 DAY 0.614354.fcs	KI67_101204 DAY 0.fcs	5300
614355	Flow cytometry compensation or control	31091698	KI67_ISOTYPE.614355.fcs	KI67_ISOTYPE.fcs	5300
614356	Flow cytometry compensation or control	50066569	KI67_225559-182.614356.fcs	KI67_225559-182.fcs	5300
614357	Flow cytometry result	102030980	ARA06_B MEM_101204 WK12.614357.fcs	ARA06_B MEM_101204 WK12.fcs	5300
614358	Flow cytometry result	30602534	TRAN_101204 WK 12.614358.fcs	TRAN_101204 WK 12.fcs	5300
614359	Flow cytometry result	34735353	TCOMBO_101204 WK 12.614359.fcs	TCOMBO_101204 WK 12.fcs	5300
614360	Flow cytometry result	47692798	KI67_101204 WK 12.614360.fcs	KI67_101204 WK 12.fcs	5300
614361	Flow cytometry result	82788187	ARA06_B MEM_101204 WK24.614361.fcs	ARA06_B MEM_101204 WK24.fcs	5300
614362	Flow cytometry result	72921909	TRAN_101204 WK 24.614362.fcs	TRAN_101204 WK 24.fcs	5300
614363	Flow cytometry result	38971131	TCOMBO_101204 WK 24.614363.fcs	TCOMBO_101204 WK 24.fcs	5300
614364	Flow cytometry result	55311829	KI67_101204 WK 24.614364.fcs	KI67_101204 WK 24.fcs	5300
614365	Flow cytometry result	92888100	ARA06_B MEM_101210 DAY 0.614365.fcs	ARA06_B MEM_101210 DAY 0.fcs	5300
614366	Flow cytometry result	48618829	TRAN_101210 DAY 0.614366.fcs	TRAN_101210 DAY 0.fcs	5300
614367	Flow cytometry result	56761278	T COMBO_101210 DAY 0.614367.fcs	T COMBO_101210 DAY 0.fcs	5300
614368	Flow cytometry result	23579475	KI67_101210 day 0.614368.fcs	KI67_101210 day 0.fcs	5300
614369	Flow cytometry result	127434275	ARA06_B MEM_101210 WK12.614369.fcs	ARA06_B MEM_101210 WK12.fcs	5300
614370	Flow cytometry result	42247528	TRAN_101210 WK 12.614370.fcs	TRAN_101210 WK 12.fcs	5300
614371	Flow cytometry result	66705730	T COMBO_101210 WK 12.614371.fcs	T COMBO_101210 WK 12.fcs	5300
614372	Flow cytometry result	41128920	KI67_101210 WK 12.614372.fcs	KI67_101210 WK 12.fcs	5300
614373	Flow cytometry result	129505137	ARA06_B MEM_101210 WK24.614373.fcs	ARA06_B MEM_101210 WK24.fcs	5300
614374	Flow cytometry result	55727446	TRAN_101210 WK 24.614374.fcs	TRAN_101210 WK 24.fcs	5300
614375	Flow cytometry result	97485948	T COMBO_101210 WK 24.614375.fcs	T COMBO_101210 WK 24.fcs	5300
614376	Flow cytometry result	63048035	KI67_101210 WK 24.614376.fcs	KI67_101210 WK 24.fcs	5300
614377	Flow cytometry result	164686474	ARA06_B MEM_101221 DAY 0.614377.fcs	ARA06_B MEM_101221 DAY 0.fcs	5300
614378	Flow cytometry result	60321598	TRAN_101221 DAY 0.614378.fcs	TRAN_101221 DAY 0.fcs	5300
614379	Flow cytometry result	47176463	TCOMBO_101221 DAY 0.614379.fcs	TCOMBO_101221 DAY 0.fcs	5300
614380	Flow cytometry result	56979865	KI67_101221 DAY 0.614380.fcs	KI67_101221 DAY 0.fcs	5300
614381	Flow cytometry result	155618360	ARA06_B MEM_101221 WK12.614381.fcs	ARA06_B MEM_101221 WK12.fcs	5300
614382	Flow cytometry result	59756532	TRAN_101221 WK 12.614382.fcs	TRAN_101221 WK 12.fcs	5300
614383	Flow cytometry result	32654353	TCOMBO_101221 WK 12.614383.fcs	TCOMBO_101221 WK 12.fcs	5300
614384	Flow cytometry result	50434394	KI67_101221 WK 12.614384.fcs	KI67_101221 WK 12.fcs	5300
614385	Flow cytometry result	138363416	ARA06_B MEM_101221 WK24.614385.fcs	ARA06_B MEM_101221 WK24.fcs	5300
614386	Flow cytometry result	67789789	TRAN_101221 WK 24.614386.fcs	TRAN_101221 WK 24.fcs	5300
614387	Flow cytometry result	40798608	TCOMBO_101221 WK 24.614387.fcs	TCOMBO_101221 WK 24.fcs	5300
614388	Flow cytometry result	55683999	KI67_101221 WK 24.614388.fcs	KI67_101221 WK 24.fcs	5300
614389	Flow cytometry result	66429351	ARA06_B MEM_101243 DAY 0.614389.fcs	ARA06_B MEM_101243 DAY 0.fcs	5300
614390	Flow cytometry result	39352229	TRAN_101243 DAY 0.614390.fcs	TRAN_101243 DAY 0.fcs	5300
614391	Flow cytometry compensation or control	62026556	TRAN_333286-105 IC.614391.fcs	TRAN_333286-105 IC.fcs	5300
614392	Flow cytometry result	32523300	TCOMBO_101243 DAY 0.614392.fcs	TCOMBO_101243 DAY 0.fcs	5300
614393	Flow cytometry compensation or control	34600520	TCOMBO_33286-105 IC.614393.fcs	TCOMBO_33286-105 IC.fcs	5300
614394	Flow cytometry result	54506273	KI67_101243 DAY 0.614394.fcs	KI67_101243 DAY 0.fcs	5300
614395	Flow cytometry result	149888870	ARA06_B MEM_101243 WK12.614395.fcs	ARA06_B MEM_101243 WK12.fcs	5300
614396	Flow cytometry result	64956234	TRAN_101243 WK 12.614396.fcs	TRAN_101243 WK 12.fcs	5300
614397	Flow cytometry result	47436965	TCOMBO_101243 WK 12.614397.fcs	TCOMBO_101243 WK 12.fcs	5300
614398	Flow cytometry result	51739013	KI67_101243 WK 12.614398.fcs	KI67_101243 WK 12.fcs	5300
614399	Flow cytometry result	111150136	ARA06_B MEM_101243 WK24.614399.fcs	ARA06_B MEM_101243 WK24.fcs	5300
614400	Flow cytometry result	67185500	TRAN_101243 WK 24.614400.fcs	TRAN_101243 WK 24.fcs	5300
614401	Flow cytometry result	49168227	TCOMBO_101243 WK 24.614401.fcs	TCOMBO_101243 WK 24.fcs	5300
614402	Flow cytometry result	49318077	KI67_101243 WK 24.614402.fcs	KI67_101243 WK 24.fcs	5300
614403	Flow cytometry result	103215802	ARA06_B MEM_101259 DAY 0.614403.fcs	ARA06_B MEM_101259 DAY 0.fcs	5300
614404	Flow cytometry result	58140173	TRAN_101259 DAY 0.614404.fcs	TRAN_101259 DAY 0.fcs	5300
614405	Flow cytometry compensation or control	49937348	TRAN_33286-105 IC.614405.fcs	TRAN_33286-105 IC.fcs	5300
614406	Flow cytometry result	48817998	TCOMBO_101259 DAY 0.614406.fcs	TCOMBO_101259 DAY 0.fcs	5300
614407	Flow cytometry result	30230066	KI67_101259 DAY 0.614407.fcs	KI67_101259 DAY 0.fcs	5300
614408	Flow cytometry compensation or control	23487343	KI67_33286-105 IC.614408.fcs	KI67_33286-105 IC.fcs	5300
614409	Flow cytometry result	138645847	ARA06_B MEM_101259 WK12.614409.fcs	ARA06_B MEM_101259 WK12.fcs	5300
614410	Flow cytometry result	59077685	TRAN_101259 WK 12.614410.fcs	TRAN_101259 WK 12.fcs	5300
