FILE_INFO_ID	DETAIL	FILESIZE_BYTES	NAME	ORIGINAL_FILE_NAME	WORKSPACE_ID
614411	Flow cytometry result	45945420	TCOMBO_101259 WK 12.614411.fcs	TCOMBO_101259 WK 12.fcs	5300
614412	Flow cytometry result	50378730	KI67_101259 WK 12.614412.fcs	KI67_101259 WK 12.fcs	5300
614413	Flow cytometry result	188333192	ARA06_B MEM_101259 WK24.614413.fcs	ARA06_B MEM_101259 WK24.fcs	5300
614414	Flow cytometry result	67467847	TRAN_101259 WK 24.614414.fcs	TRAN_101259 WK 24.fcs	5300
614415	Flow cytometry result	49802892	TCOMBO_101259 WK 24.614415.fcs	TCOMBO_101259 WK 24.fcs	5300
614416	Flow cytometry result	49870906	KI67_101259 WK 24.614416.fcs	KI67_101259 WK 24.fcs	5300
614417	Flow cytometry result	108865289	ARA06_B MEM_101276 DAY 0.614417.fcs	ARA06_B MEM_101276 DAY 0.fcs	5300
614418	Flow cytometry result	60180334	TRAN_101276 DAY 0.614418.fcs	TRAN_101276 DAY 0.fcs	5300
614419	Flow cytometry result	37559907	TCOMBO_101276 DAY 0.614419.fcs	TCOMBO_101276 DAY 0.fcs	5300
614420	Flow cytometry result	52958934	KI67_101276 DAY 0.614420.fcs	KI67_101276 DAY 0.fcs	5300
614421	Flow cytometry result	141737967	ARA06_B MEM_101276 WK12.614421.fcs	ARA06_B MEM_101276 WK12.fcs	5300
614422	Flow cytometry result	67621308	TRAN_101276 WK 12.614422.fcs	TRAN_101276 WK 12.fcs	5300
614423	Flow cytometry result	45562850	TCOMBO_101276 WK 12.614423.fcs	TCOMBO_101276 WK 12.fcs	5300
614424	Flow cytometry result	49623057	KI67_101276 WK 12.614424.fcs	KI67_101276 WK 12.fcs	5300
614425	Flow cytometry result	145458280	ARA06_B MEM_101276 WK24.614425.fcs	ARA06_B MEM_101276 WK24.fcs	5300
614426	Flow cytometry result	65647144	TRAN_101276 WK 24.614426.fcs	TRAN_101276 WK 24.fcs	5300
614427	Flow cytometry result	43605603	TCOMBO_101276 WK 24.614427.fcs	TCOMBO_101276 WK 24.fcs	5300
614428	Flow cytometry result	47394765	KI67_101276 WK 24.614428.fcs	KI67_101276 WK 24.fcs	5300
614429	Flow cytometry result	99056936	ARA06_B MEM_101287 DAY 0.614429.fcs	ARA06_B MEM_101287 DAY 0.fcs	5300
614430	Flow cytometry result	72576970	TRAN_101287 DAY 0.614430.fcs	TRAN_101287 DAY 0.fcs	5300
614431	Flow cytometry result	44153039	TCOMBO_101287 DAY 0.614431.fcs	TCOMBO_101287 DAY 0.fcs	5300
614432	Flow cytometry result	59092185	KI67_101287 DAY 0.614432.fcs	KI67_101287 DAY 0.fcs	5300
614433	Flow cytometry result	179801624	ARA06_B MEM_101287 WK12.614433.fcs	ARA06_B MEM_101287 WK12.fcs	5300
614434	Flow cytometry result	70081808	TRAN_101287 WK 12.614434.fcs	TRAN_101287 WK 12.fcs	5300
614435	Flow cytometry result	47732304	TCOMBO_101287 WK 12.614435.fcs	TCOMBO_101287 WK 12.fcs	5300
614436	Flow cytometry result	54081871	KI67_101287 WK 12.614436.fcs	KI67_101287 WK 12.fcs	5300
614437	Flow cytometry result	136596512	ARA06_B MEM_101287 WK24.614437.fcs	ARA06_B MEM_101287 WK24.fcs	5300
614438	Flow cytometry result	64736383	TRAN_101287 WK 24.614438.fcs	TRAN_101287 WK 24.fcs	5300
614439	Flow cytometry result	42930767	TCOMBO_101287 WK 24.614439.fcs	TCOMBO_101287 WK 24.fcs	5300
614440	Flow cytometry result	51843176	KI67_101287 WK 24.614440.fcs	KI67_101287 WK 24.fcs	5300
614441	Flow cytometry result	170421400	ARA06_B MEM_101298 DAY 0.614441.fcs	ARA06_B MEM_101298 DAY 0.fcs	5300
614442	Flow cytometry result	61950372	TRAN_101298 DAY 0.614442.fcs	TRAN_101298 DAY 0.fcs	5300
614443	Flow cytometry result	47174946	TCOMBO_101298 DAY 0.614443.fcs	TCOMBO_101298 DAY 0.fcs	5300
614444	Flow cytometry result	50290818	KI67_101298 DAY 0.614444.fcs	KI67_101298 DAY 0.fcs	5300
614445	Flow cytometry result	168447589	ARA06_B MEM_101298 WK12.614445.fcs	ARA06_B MEM_101298 WK12.fcs	5300
614446	Flow cytometry result	58470331	TRAN_101298 WK 12.614446.fcs	TRAN_101298 WK 12.fcs	5300
614447	Flow cytometry result	42714211	TCOMBO_101298 WK 12.614447.fcs	TCOMBO_101298 WK 12.fcs	5300
614448	Flow cytometry result	44635869	KI67_101298 WK 12.614448.fcs	KI67_101298 WK 12.fcs	5300
614449	Flow cytometry result	160864045	ARA06_B MEM_101298 WK24.614449.fcs	ARA06_B MEM_101298 WK24.fcs	5300
614450	Flow cytometry result	56069059	TRAN_101298 WK 24.614450.fcs	TRAN_101298 WK 24.fcs	5300
614451	Flow cytometry result	45669027	TCOMBO_101298 WK 24.614451.fcs	TCOMBO_101298 WK 24.fcs	5300
614452	Flow cytometry result	44666131	KI67_101298 WK 24.614452.fcs	KI67_101298 WK 24.fcs	5300
614453	Flow cytometry result	100370773	ARA06_B MEM_101314 DAY 0.614453.fcs	ARA06_B MEM_101314 DAY 0.fcs	5300
614454	Flow cytometry result	68912171	TRAN_101314 DAY 0.614454.fcs	TRAN_101314 DAY 0.fcs	5300
614455	Flow cytometry result	37226825	T COMBO_101314 DAY 0.614455.fcs	T COMBO_101314 DAY 0.fcs	5300
614456	Flow cytometry result	49114502	KI67_101314 DAY 0.614456.fcs	KI67_101314 DAY 0.fcs	5300
614457	Flow cytometry result	171576033	ARA06_B MEM_101314 WK12.614457.fcs	ARA06_B MEM_101314 WK12.fcs	5300
614458	Flow cytometry result	62576312	TRAN_101314 WK 12.614458.fcs	TRAN_101314 WK 12.fcs	5300
614459	Flow cytometry result	36858424	T COMBO_101314 WK 12.614459.fcs	T COMBO_101314 WK 12.fcs	5300
614460	Flow cytometry result	46447542	KI67_101314 WK 12.614460.fcs	KI67_101314 WK 12.fcs	5300
614461	Flow cytometry result	79842133	ARA06_B MEM_101314 WK24.614461.fcs	ARA06_B MEM_101314 WK24.fcs	5300
614462	Flow cytometry result	57889039	TRAN_101314 WK 24.614462.fcs	TRAN_101314 WK 24.fcs	5300
614463	Flow cytometry result	44053179	T COMBO_101314 WK 24.614463.fcs	T COMBO_101314 WK 24.fcs	5300
614464	Flow cytometry result	42595679	KI67_101314 WK 24.614464.fcs	KI67_101314 WK 24.fcs	5300
614465	Flow cytometry result	149273049	ARA06_B MEM_101331 DAY 0.614465.fcs	ARA06_B MEM_101331 DAY 0.fcs	5300
614466	Flow cytometry result	69685951	TRAN_101331 DAY 0.614466.fcs	TRAN_101331 DAY 0.fcs	5300
614467	Flow cytometry result	56713165	TCOMBO_101331 DAY 0.614467.fcs	TCOMBO_101331 DAY 0.fcs	5300
614468	Flow cytometry result	54754055	KI67_101331 DAY 0.614468.fcs	KI67_101331 DAY 0.fcs	5300
614469	Flow cytometry result	171555174	ARA06_B MEM_101331 WK12.614469.fcs	ARA06_B MEM_101331 WK12.fcs	5300
614470	Flow cytometry result	62349654	TRAN_101331 WK 12.614470.fcs	TRAN_101331 WK 12.fcs	5300
614471	Flow cytometry result	42572172	TCOMBO_101331 WK 12.614471.fcs	TCOMBO_101331 WK 12.fcs	5300
614472	Flow cytometry result	50275914	KI67_101331 WK 12.614472.fcs	KI67_101331 WK 12.fcs	5300
614473	Flow cytometry result	181631574	ARA06_B MEM_101331 WK24.614473.fcs	ARA06_B MEM_101331 WK24.fcs	5300
614474	Flow cytometry result	61649022	TRAN_101331 WK 24.614474.fcs	TRAN_101331 WK 24.fcs	5300
614475	Flow cytometry result	45337551	TCOMBO_101331 WK 24.614475.fcs	TCOMBO_101331 WK 24.fcs	5300
614476	Flow cytometry result	48200757	KI67_101331 WK 24.614476.fcs	KI67_101331 WK 24.fcs	5300
614477	Flow cytometry result	78835390	ARA06_B MEM_101342 DAY 0.614477.fcs	ARA06_B MEM_101342 DAY 0.fcs	5300
614478	Flow cytometry result	41385259	TRAN_101342 DAY 0.614478.fcs	TRAN_101342 DAY 0.fcs	5300
614479	Flow cytometry result	19710967	TCOMBO_101342 DAY 0.614479.fcs	TCOMBO_101342 DAY 0.fcs	5300
614480	Flow cytometry result	50350037	KI67_101342 DAY 0.614480.fcs	KI67_101342 DAY 0.fcs	5300
614481	Flow cytometry result	61106468	ARA06_B MEM_101342 WK12.614481.fcs	ARA06_B MEM_101342 WK12.fcs	5300
614482	Flow cytometry result	35031036	TRAN_101342 WK 12.614482.fcs	TRAN_101342 WK 12.fcs	5300
614483	Flow cytometry result	15476219	TCOMBO_101342 WK 12.614483.fcs	TCOMBO_101342 WK 12.fcs	5300
614484	Flow cytometry result	25503987	KI67_101342 WK 12.614484.fcs	KI67_101342 WK 12.fcs	5300
614485	Flow cytometry result	108628052	ARA06_B MEM_101342 WK24.614485.fcs	ARA06_B MEM_101342 WK24.fcs	5300
614486	Flow cytometry result	64028964	TRAN_101342 WK 24.614486.fcs	TRAN_101342 WK 24.fcs	5300
614487	Flow cytometry result	25462905	TCOMBO_101342 WK 24.614487.fcs	TCOMBO_101342 WK 24.fcs	5300
614488	Flow cytometry result	49884986	KI67_101342 WK 24.614488.fcs	KI67_101342 WK 24.fcs	5300
614489	Flow cytometry result	122195876	ARA06_B MEM_101355 DAY 0.614489.fcs	ARA06_B MEM_101355 DAY 0.fcs	5300
614490	Flow cytometry result	61307291	TRAN_101355 DAY 0.614490.fcs	TRAN_101355 DAY 0.fcs	5300
614491	Flow cytometry result	55948793	TCOMBO_101355 DAY 0.614491.fcs	TCOMBO_101355 DAY 0.fcs	5300
614492	Flow cytometry result	44453349	KI67_101355 DAY 0.614492.fcs	KI67_101355 DAY 0.fcs	5300
614493	Flow cytometry result	85651255	ARA06_B MEM_101355 WK12.614493.fcs	ARA06_B MEM_101355 WK12.fcs	5300
614494	Flow cytometry result	77590452	TRAN_101355 WK 12.614494.fcs	TRAN_101355 WK 12.fcs	5300
614495	Flow cytometry result	53601658	TCOMBO_101355 WK 12.614495.fcs	TCOMBO_101355 WK 12.fcs	5300
614496	Flow cytometry result	54075894	KI67_1013355 WK 12.614496.fcs	KI67_1013355 WK 12.fcs	5300
614497	Flow cytometry result	103713475	ARA06_B MEM_101355 WK24.614497.fcs	ARA06_B MEM_101355 WK24.fcs	5300
614498	Flow cytometry result	71935289	TRAN_101355 WK 24.614498.fcs	TRAN_101355 WK 24.fcs	5300
614499	Flow cytometry result	65835320	TCOMBO_101355 WK 24.614499.fcs	TCOMBO_101355 WK 24.fcs	5300
614500	Flow cytometry result	51601850	KI67_101355 WK 24.614500.fcs	KI67_101355 WK 24.fcs	5300
614501	Flow cytometry result	102092769	ARA06_B MEM_101377 DAY 0.614501.fcs	ARA06_B MEM_101377 DAY 0.fcs	5300
614502	Flow cytometry result	50269447	TRAN_101377 DAY 0.614502.fcs	TRAN_101377 DAY 0.fcs	5300
614503	Flow cytometry result	28804437	TCOMBO_101377 DAY 0.614503.fcs	TCOMBO_101377 DAY 0.fcs	5300
614504	Flow cytometry result	79892536	KI67_101377 DAY 0.614504.fcs	KI67_101377 DAY 0.fcs	5300
614505	Flow cytometry result	194366169	ARA06_B MEM_101377 WK12.614505.fcs	ARA06_B MEM_101377 WK12.fcs	5300
614506	Flow cytometry result	84215135	TRAN_101377 WK 12.614506.fcs	TRAN_101377 WK 12.fcs	5300
614507	Flow cytometry result	104084240	TCOMBO_101377 WK 12.614507.fcs	TCOMBO_101377 WK 12.fcs	5300
614508	Flow cytometry result	84527413	KI67_101377WK 12.614508.fcs	KI67_101377WK 12.fcs	5300
614509	Flow cytometry result	208545704	ARA06_B MEM_101377 WK24.614509.fcs	ARA06_B MEM_101377 WK24.fcs	5300
614510	Flow cytometry result	75609275	TRAN_101377 WK 24.614510.fcs	TRAN_101377 WK 24.fcs	5300
614511	Flow cytometry result	57291985	TCOMBO_101377 WK 24.614511.fcs	TCOMBO_101377 WK 24.fcs	5300
614512	Flow cytometry result	58598945	KI67_101377WK 24.614512.fcs	KI67_101377WK 24.fcs	5300
614513	Flow cytometry result	22266103	20120112_120014 DAY 0.614513.fcs	20120112_120014 DAY 0.fcs	5300
614514	Flow cytometry result	15918034	Transitional_120014 Day 0.614514.fcs	Transitional_120014 Day 0.fcs	5300
614515	Flow cytometry result	13895956	T-helper_120014 Day 0.614515.fcs	T-helper_120014 Day 0.fcs	5300
614516	Flow cytometry result	55812955	20120112_120014 WK 12.614516.fcs	20120112_120014 WK 12.fcs	5300
614517	Flow cytometry result	70696460	Transitional_120014 Wk 12.614517.fcs	Transitional_120014 Wk 12.fcs	5300
614518	Flow cytometry result	38789233	T-helper_120014 Wk 12.614518.fcs	T-helper_120014 Wk 12.fcs	5300
614519	Flow cytometry result	60309583	20120112_120014 WK 24.614519.fcs	20120112_120014 WK 24.fcs	5300
614520	Flow cytometry result	56159924	Transitional_120014 Wk 24.614520.fcs	Transitional_120014 Wk 24.fcs	5300
614521	Flow cytometry result	44118386	T-helper_120014 Wk 24.614521.fcs	T-helper_120014 Wk 24.fcs	5300
614522	Flow cytometry result	59458703	ARA06_B MEMORY_650022 DAY 0.614522.fcs	ARA06_B MEMORY_650022 DAY 0.fcs	5300
614523	Flow cytometry compensation or control	85510063	ARA06_B MEMORY_33286-04 IC.614523.fcs	ARA06_B MEMORY_33286-04 IC.fcs	5300
614524	Flow cytometry compensation or control	36138937	ARA06_B MEMORY_B220 FMO.614524.fcs	ARA06_B MEMORY_B220 FMO.fcs	5300
614525	Flow cytometry result	11832458	ARA06_TRAN_650022 DAY0 FSCSSC2.614525.fcs	ARA06_TRAN_650022 DAY0 FSCSSC2.fcs	5300
614526	Flow cytometry compensation or control	42261545	ARA06_TRAN_33286-04 IC.614526.fcs	ARA06_TRAN_33286-04 IC.fcs	5300
614527	Flow cytometry result	8638009	T COMBO_650022 DAY 0.614527.fcs	T COMBO_650022 DAY 0.fcs	5300
614528	Flow cytometry compensation or control	643484	Specimen_001_PK6.614528.fcs	Specimen_001_PK6.fcs	5300
614529	Flow cytometry compensation or control	32297686	T COMBO_TONSIL NEW.614529.fcs	T COMBO_TONSIL NEW.fcs	5300
614530	Flow cytometry compensation or control	23805140	T COMBO_TONSIL OLD.614530.fcs	T COMBO_TONSIL OLD.fcs	5300
614531	Flow cytometry result	66564669	ARA06_B MEMORY_650022 WK12.614531.fcs	ARA06_B MEMORY_650022 WK12.fcs	5300
614532	Flow cytometry result	34237700	ARA06_TRAN_650022 WK 12 FSCSSC2.614532.fcs	ARA06_TRAN_650022 WK 12 FSCSSC2.fcs	5300
614533	Flow cytometry result	31933555	T COMBO_650022 WK 12.614533.fcs	T COMBO_650022 WK 12.fcs	5300
614534	Flow cytometry result	74690517	ARA06_B MEMORY_650022 WK24.614534.fcs	ARA06_B MEMORY_650022 WK24.fcs	5300
614535	Flow cytometry result	50644405	ARA06_TRAN_650022 WK 24.614535.fcs	ARA06_TRAN_650022 WK 24.fcs	5300
614536	Flow cytometry result	50234361	T COMBO_650022 WK 24.614536.fcs	T COMBO_650022 WK 24.fcs	5300
614537	Flow cytometry result	98462182	ARA06_B MEMORY_650033 DAY 0.614537.fcs	ARA06_B MEMORY_650033 DAY 0.fcs	5300
614538	Flow cytometry result	42130332	ARA06_TRAN_650033 DAY 0.614538.fcs	ARA06_TRAN_650033 DAY 0.fcs	5300
614539	Flow cytometry result	36307126	T COMBO_650033 DAY 0.614539.fcs	T COMBO_650033 DAY 0.fcs	5300
614540	Flow cytometry result	110911487	ARA06_B MEMORY_650033 WK12.614540.fcs	ARA06_B MEMORY_650033 WK12.fcs	5300
614541	Flow cytometry result	54544154	ARA06_TRAN_650033 WK12 FSCSSC2.614541.fcs	ARA06_TRAN_650033 WK12 FSCSSC2.fcs	5300
614542	Flow cytometry result	43725682	T COMBO_650033 WK 12.614542.fcs	T COMBO_650033 WK 12.fcs	5300
614543	Flow cytometry result	95661523	ARA06_B MEMORY_650033 WK24.614543.fcs	ARA06_B MEMORY_650033 WK24.fcs	5300
614544	Flow cytometry result	88373125	ARA06_TRAN_650033 WK 24.614544.fcs	ARA06_TRAN_650033 WK 24.fcs	5300
614545	Flow cytometry result	41896306	T COMBO_650033 WK 24.614545.fcs	T COMBO_650033 WK 24.fcs	5300
614546	Flow cytometry result	86837062	ARA06_B MEMORY_650069 DAY 0.614546.fcs	ARA06_B MEMORY_650069 DAY 0.fcs	5300
614547	Flow cytometry result	46249382	ARA06_TRAN_650069 DAY 0.614547.fcs	ARA06_TRAN_650069 DAY 0.fcs	5300
614548	Flow cytometry result	19415923	T COMBO_650069 DAY 0.614548.fcs	T COMBO_650069 DAY 0.fcs	5300
614549	Flow cytometry result	87853125	ARA06_B MEMORY_650069 WK12.614549.fcs	ARA06_B MEMORY_650069 WK12.fcs	5300
614550	Flow cytometry result	40296060	ARA06_TRAN_650069 WK 12.614550.fcs	ARA06_TRAN_650069 WK 12.fcs	5300
614551	Flow cytometry result	19772786	T COMBO_650069 WK 12.614551.fcs	T COMBO_650069 WK 12.fcs	5300
614552	Flow cytometry result	46287813	ARA06_B MEMORY_650069 WK24.614552.fcs	ARA06_B MEMORY_650069 WK24.fcs	5300
614553	Flow cytometry result	13766512	T COMBO_650069 WK24.614553.fcs	T COMBO_650069 WK24.fcs	5300
614555	Flow cytometry workspace	8	dummy.614555.jo	dummy.jo	5300
614556	Flow cytometry workspace	1651409	NM_101023_101057.614556.jo	NM_101023_101057.jo	5300
614557	Flow cytometry workspace	861142	JHOSS 101023 -101057 ARA06 THELP.614557.jo	JHOSS 101023 -101057 ARA06 THELP.jo	5300
614558	Flow cytometry workspace	1652621	NM_101034_101085.614558.jo	NM_101034_101085.jo	5300
614559	Flow cytometry workspace	844405	JHOSS 20120109 ARA06 TEHLP .614559.jo	JHOSS 20120109 ARA06 TEHLP .jo	5300
614560	Flow cytometry workspace	1654708	NM_101040_101096.614560.jo	NM_101040_101096.jo	5300
614561	Flow cytometry workspace	844530	JHOSS 20120105 ARA06 THELP .614561.jo	JHOSS 20120105 ARA06 THELP .jo	5300
614562	Flow cytometry workspace	1946141	NM_101079_101175_101197.614562.jo	NM_101079_101175_101197.jo	5300
614563	Flow cytometry workspace	3958217	NM_KI67_101079_197_175 #2.614563.jo	NM_KI67_101079_197_175 #2.jo	5300
614564	Flow cytometry workspace	1381282	JHOSS 20141024 ARA06 TCOMBO.614564.jo	JHOSS 20141024 ARA06 TCOMBO.jo	5300
614565	Flow cytometry workspace	2104842	NM_101100_101210_101314.614565.jo	NM_101100_101210_101314.jo	5300
614566	Flow cytometry workspace	4319498	NM_KI67_101314_210_100.614566.jo	NM_KI67_101314_210_100.jo	5300
614567	Flow cytometry workspace	1807784	JHOSS 20141028 ARA06 TCOMBO.614567.jo	JHOSS 20141028 ARA06 TCOMBO.jo	5300
614568	Flow cytometry workspace	1171170	NM_101122.614568.jo	NM_101122.jo	5300
614569	Flow cytometry workspace	674893	JHOSS 101122 ARA06 THELP.614569.jo	JHOSS 101122 ARA06 THELP.jo	5300
614570	Flow cytometry workspace	1168765	NM_101133.614570.jo	NM_101133.jo	5300
614571	Flow cytometry workspace	513543	JHOSS 101133 ARA06 THELP.614571.jo	JHOSS 101133 ARA06 THELP.jo	5300
614572	Flow cytometry workspace	1160834	NM_101144.614572.jo	NM_101144.jo	5300
614573	Flow cytometry workspace	766890	JHOSS 101144 ARA06 THELP.614573.jo	JHOSS 101144 ARA06 THELP.jo	5300
614574	Flow cytometry workspace	1169542	NM_101158.614574.jo	NM_101158.jo	5300
614575	Flow cytometry workspace	780292	JHOSS 101158 ARA06 THELP .614575.jo	JHOSS 101158 ARA06 THELP .jo	5300
614576	Flow cytometry workspace	1166272	NM_101169.614576.jo	NM_101169.jo	5300
614577	Flow cytometry workspace	768032	JHOSS 101169 ARA06 THELP.614577.jo	JHOSS 101169 ARA06 THELP.jo	5300
614578	Flow cytometry workspace	2072965	NM_101186_101221_101377.614578.jo	NM_101186_101221_101377.jo	5300
614579	Flow cytometry workspace	4317341	NM_KI67_101377_221_186.614579.jo	NM_KI67_101377_221_186.jo	5300
614580	Flow cytometry workspace	2236234	JHOSS 20141107 ARA06 TCOMBO.614580.jo	JHOSS 20141107 ARA06 TCOMBO.jo	5300
614581	Flow cytometry workspace	2072818	NM_101204_101342_101355.614581.jo	NM_101204_101342_101355.jo	5300
614582	Flow cytometry workspace	4674698	NM_KI67_101335_342_204.614582.jo	NM_KI67_101335_342_204.jo	5300
614583	Flow cytometry workspace	1356048	JHOSS 20141021 ARA06 TCOMBO.614583.jo	JHOSS 20141021 ARA06 TCOMBO.jo	5300
614584	Flow cytometry workspace	2085104	NM_101298_101276_101243.614584.jo	NM_101298_101276_101243.jo	5300
614585	Flow cytometry workspace	4319375	NM_KI67_101298_276_243.614585.jo	NM_KI67_101298_276_243.jo	5300
614586	Flow cytometry workspace	1378466	JHOSS 20141104 ARA06 TCOMBO.614586.jo	JHOSS 20141104 ARA06 TCOMBO.jo	5300
614587	Flow cytometry workspace	2071757	NM_101331_101259_101287.614587.jo	NM_101331_101259_101287.jo	5300
614588	Flow cytometry workspace	4262214	NM_KI67_101287_259_331b.614588.jo	NM_KI67_101287_259_331b.jo	5300
614589	Flow cytometry workspace	1381410	JHOSS 20141031 ARA06 TCOMBO.614589.jo	JHOSS 20141031 ARA06 TCOMBO.jo	5300
614590	Flow cytometry workspace	1653624	NM_074015_120014.614590.jo	NM_074015_120014.jo	5300
614591	Flow cytometry workspace	898097	JHOSS 074015-120014 ARA06 THELP.614591.jo	JHOSS 074015-120014 ARA06 THELP.jo	5300
614592	Flow cytometry workspace	1240009	JHOSS 074015+120014 ARA06.614592.jo	JHOSS 074015+120014 ARA06.jo	5300
614593	Flow cytometry workspace	2185797	NM_052126_052064_052070_052049.614593.jo	NM_052126_052064_052070_052049.jo	5300
614594	Flow cytometry workspace	1524624	JHOSS 20140930 ARA06 TCOMBO.614594.jo	JHOSS 20140930 ARA06 TCOMBO.jo	5300
614595	Flow cytometry workspace	1115489	NM_052053.614595.jo	NM_052053.jo	5300
614596	Flow cytometry workspace	504313	JHOSS 052053 ARA06 THELP.614596.jo	JHOSS 052053 ARA06 THELP.jo	5300
614597	Flow cytometry workspace	2230183	NM_052109_052115_052081.614597.jo	NM_052109_052115_052081.jo	5300
614598	Flow cytometry workspace	1435952	JHOSS 20140926 ARA06 TCOMBO.614598.jo	JHOSS 20140926 ARA06 TCOMBO.jo	5300
614599	Flow cytometry workspace	1383598	JHOSS 20140923ARA06 TCOMBO.614599.jo	JHOSS 20140923ARA06 TCOMBO.jo	5300
614600	Flow cytometry workspace	2073513	NM_060015_060026_074119.614600.jo	NM_060015_060026_074119.jo	5300
614601	Flow cytometry workspace	1380100	JHOSS 20141003 ARA06 TCOMBO.614601.jo	JHOSS 20141003 ARA06 TCOMBO.jo	5300
614602	Flow cytometry workspace	1917187	NM_060037_060048_060054.614602.jo	NM_060037_060048_060054.jo	5300
614603	Flow cytometry workspace	1897925	NM_650022_650033_650069.614603.jo	NM_650022_650033_650069.jo	5300
614604	Flow cytometry workspace	1363533	JHOSS 20140917ARA06 TCOMBO.614604.jo	JHOSS 20140917ARA06 TCOMBO.jo	5300
614605	Flow cytometry workspace	1938167	NM_074054_074026_074060.614605.jo	NM_074054_074026_074060.jo	5300
614606	Flow cytometry workspace	1384580	JHOSS 20140918 ARA06 TCOMBO.614606.jo	JHOSS 20140918 ARA06 TCOMBO.jo	5300
614607	Flow cytometry workspace	1168263	NM_074048.614607.jo	NM_074048.jo	5300
614608	Flow cytometry workspace	624404	JHOSS 074048 ARA06 T HRLP.614608.jo	JHOSS 074048 ARA06 T HRLP.jo	5300
614609	Flow cytometry workspace	1928867	NM_074071_074082_074093.614609.jo	NM_074071_074082_074093.jo	5300
614610	Flow cytometry workspace	1298956	JHOSS 20140919 ARA06 TCOMBO.614610.jo	JHOSS 20140919 ARA06 TCOMBO.jo	5300
